sample,label,Fc0,Fc1,Fc2,Fc3,Fv4,Fv5,Fv6,Fv7
Fc1C3Fc2C3Fv5V3LPS51,Q,C1,C0,C0,C2,0,3,0,7
Fc1C3Fc2C3Fv5V3LPS53,P,C0,C0,C2,C3,0,3,0,0
Fc1C3Fc2C3Fv5V3LPS54,Q,C0,C2,C0,C3,0,3,0,3
Fc1C3Fc2C3Fv5V3LPS55,P,C0,C2,C0,C0,0,2,0,0
Fc1C3Fc2C3Fv5V3LPS56,P,C3,C0,C3,C3,0,2,0,0
Fc1C3Fc2C3Fv5V3LPS57,P,C0,C0,C1,C3,0,2,0,0
Fc1C3Fc2C3Fv5V3LPS58,V,C3,C0,C0,C3,0,3,0,8
Fc1C3Fc2C3Fv5V3LPS59,Q,C3,C3,C1,C4,0,2,5,0
Fc1C3Fc2C3Fv5V3LPS61,P,C0,C0,C0,C0,0,3,0,7
Fc1C3Fc2C3Fv5V3LPS62,P,C0,C3,C0,C0,0,3,0,0
Fc1C3Fc2C3Fv5V3LPS63,T,C0,C3,C1,C8,0,2,4,0
Fc1C3Fc2C3Fv6V1LQS16,R,C1,C0,C2,C1,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS17,Q,C1,C3,C3,C0,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS18,Q,C0,C3,C3,C2,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS19,V,C0,C0,C0,C2,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS20,P,C0,C0,C1,C0,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS21,P,C3,C1,C0,C5,0,0,0,6
Fc1C3Fc2C3Fv6V1LQS22,P,C3,C7,C1,C5,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS23,Q,C0,C3,C0,C2,0,5,1,0
Fc1C3Fc2C3Fv6V1LQS24,R,C0,C0,C0,C4,8,0,1,0
Fc1C3Fc2C3Fv6V1LQS25,P,C1,C2,C0,C0,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS26,Q,C3,C1,C2,C8,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS27,P,C0,C0,C3,C1,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS28,Q,C0,C1,C1,C0,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS29,Q,C2,C3,C9,C3,8,0,1,0
Fc1C3Fc2C3Fv6V1LQS30,Q,C0,C0,C1,C2,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS31,S,C0,C1,C0,C2,0,0,0,8
Fc1C3Fc2C3Fv6V1LQS33,P,C1,C1,C0,C3,7,0,1,0
Fc1C3Fc2C3Fv6V1LQS34,R,C1,C3,C1,C0,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS35,Q,C2,C1,C3,C0,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS36,V,C0,C0,C0,C3,6,0,1,0
Fc1C3Fc2C3Fv6V1LQS37,P,C0,C0,C2,C0,7,0,0,0
Fc1C3Fc2C3Fv6V1LQS38,Q,C0,C3,C0,C1,8,0,1,0
Fc1C3Fc2C3Fv6V1LQS39,Q,C0,C1,C0,C0,7,0,0,0
Fc1C3Fc2C3Fv6V1LQS40,Q,C0,C0,C0,C0,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS41,Q,C0,C0,C1,C3,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS42,Q,C3,C0,C0,C1,0,7,1,0
Fc1C3Fc2C3Fv6V1LQS43,S,C2,C0,C2,C0,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS44,Q,C2,C2,C1,C2,0,3,1,0
Fc1C3Fc2C3Fv6V1LQS45,P,C0,C0,C3,C3,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS46,Q,C1,C3,C3,C1,0,4,1,0
Fc1C3Fc2C3Fv6V1LQS47,R,C3,C0,C2,C0,5,0,1,0
Fc1C3Fc2C3Fv6V1LQS48,P,C2,C0,C1,C0,0,9,0,0
Fc1C3Fc2C3Fv6V1LQS49,R,C2,C3,C0,C1,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS50,Q,C0,C3,C0,C0,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS51,P,C8,C0,C0,C3,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS52,Q,C0,C3,C0,C0,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS53,Q,C0,C1,C1,C0,5,0,1,0
Fc1C3Fc2C3Fv6V1LQS54,Q,C7,C0,C0,C7,9,0,0,0
Fc1C3Fc2C3Fv6V1LQS55,P,C0,C0,C0,C3,7,0,0,0
Fc1C3Fc2C3Fv6V1LQS56,R,C3,C6,C2,C0,9,0,1,0
Fc1C3Fc2C3Fv6V1LQS57,Q,C0,C0,C1,C0,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS58,P,C0,C3,C0,C2,5,0,0,0
Fc1C3Fc2C3Fv6V1LQS59,R,C3,C0,C2,C1,0,0,1,8
Fc1C3Fc2C3Fv6V1LQS60,P,C3,C0,C0,C2,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS61,Q,C0,C0,C3,C1,0,0,0,0
Fc1C3Fc2C3Fv6V1LQS62,P,C2,C0,C0,C0,0,0,1,0
Fc1C3Fc2C3Fv6V1LQS63,P,C0,C3,C3,C2,8,0,1,0
Fc1C3Fc2C3Fv6V2LRS15,R,C0,C3,C0,C2,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS16,T,C3,C0,C0,C6,0,9,1,0
Fc1C3Fc2C3Fv6V2LRS17,V,C0,C0,C2,C1,9,0,1,0
Fc1C3Fc2C3Fv6V2LRS18,R,C0,C0,C1,C3,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS20,Q,C0,C2,C0,C3,0,0,2,4
Fc1C3Fc2C3Fv6V2LRS21,Q,C1,C0,C1,C0,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS22,R,C1,C3,C2,C0,0,0,1,0
Fc1C3Fc2C3Fv6V2LRS23,P,C3,C0,C1,C0,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS24,R,C0,C0,C1,C2,0,0,2,3
Fc1C3Fc2C3Fv6V2LRS25,P,C2,C1,C0,C2,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS26,S,C2,C2,C0,C8,0,0,1,8
Fc1C3Fc2C3Fv6V2LRS27,R,C4,C3,C7,C3,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS28,R,C0,C2,C0,C6,0,0,2,9
Fc1C3Fc2C3Fv6V2LRS29,V,C2,C2,C1,C7,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS30,Q,C0,C0,C0,C1,8,0,2,0
Fc1C3Fc2C3Fv6V2LRS31,R,C0,C3,C1,C0,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS32,P,C2,C1,C0,C3,0,9,2,0
Fc1C3Fc2C3Fv6V2LRS33,Q,C0,C1,C3,C1,0,0,1,4
Fc1C3Fc2C3Fv6V2LRS34,R,C3,C1,C1,C0,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS36,Q,C1,C3,C3,C3,0,0,1,0
Fc1C3Fc2C3Fv6V2LRS37,S,C4,C0,C2,C0,0,0,1,0
Fc1C3Fc2C3Fv6V2LRS38,Q,C0,C0,C0,C0,6,0,1,0
Fc1C3Fc2C3Fv6V2LRS39,Q,C1,C0,C1,C0,0,5,1,0
Fc1C3Fc2C3Fv6V2LRS40,R,C3,C1,C0,C3,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS41,P,C0,C2,C0,C0,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS42,V,C3,C3,C0,C0,0,0,1,7
Fc1C3Fc2C3Fv6V2LRS43,T,C0,C4,C0,C1,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS44,R,C0,C1,C1,C2,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS45,S,C0,C1,C0,C0,0,4,1,0
Fc1C3Fc2C3Fv6V2LRS46,Q,C0,C1,C2,C3,0,0,1,0
Fc1C3Fc2C3Fv6V2LRS47,Q,C2,C0,C0,C0,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS48,R,C1,C3,C0,C3,8,0,1,0
Fc1C3Fc2C3Fv6V2LRS49,S,C0,C1,C2,C0,0,0,1,0
Fc1C3Fc2C3Fv6V2LRS50,R,C3,C1,C0,C2,7,0,1,0
Fc1C3Fc2C3Fv6V2LRS51,V,C3,C0,C0,C0,0,7,2,0
Fc1C3Fc2C3Fv6V2LRS52,S,C2,C3,C0,C1,0,4,2,0
Fc1C3Fc2C3Fv6V2LRS53,R,C0,C0,C0,C2,0,0,2,5
Fc1C3Fc2C3Fv6V2LRS54,Q,C0,C0,C0,C2,0,0,1,4
Fc1C3Fc2C3Fv6V2LRS55,R,C2,C3,C1,C0,0,0,1,0
Fc1C3Fc2C3Fv6V2LRS56,R,C2,C2,C2,C4,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS57,R,C7,C1,C2,C2,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS58,Q,C0,C3,C0,C3,5,0,1,0
Fc1C3Fc2C3Fv6V2LRS60,V,C0,C4,C3,C1,0,4,1,4
Fc1C3Fc2C3Fv6V2LRS61,Q,C0,C0,C0,C0,0,0,2,0
Fc1C3Fc2C3Fv6V2LRS62,Q,C2,C2,C2,C4,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS15,R,C1,C0,C0,C0,5,0,3,0
Fc1C3Fc2C3Fv6V3LPS16,Q,C5,C2,C0,C3,0,6,2,0
Fc1C3Fc2C3Fv6V3LPS17,V,C0,C3,C0,C0,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS18,S,C0,C0,C0,C6,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS19,V,C3,C0,C0,C0,8,0,3,0
Fc1C3Fc2C3Fv6V3LPS20,R,C1,C1,C0,C0,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS21,R,C0,C0,C0,C0,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS22,R,C0,C0,C0,C0,0,2,3,5
Fc1C3Fc2C3Fv6V3LPS23,P,C1,C1,C3,C0,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS24,Q,C0,C2,C1,C0,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS25,T,C0,C1,C4,C7,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS26,P,C0,C0,C3,C0,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS27,S,C0,C3,C3,C0,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS28,P,C1,C0,C2,C0,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS31,Q,C3,C3,C0,C0,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS32,P,C1,C2,C0,C8,7,0,3,0
Fc1C3Fc2C3Fv6V3LPS33,P,C3,C0,C2,C0,0,8,3,0
Fc1C3Fc2C3Fv6V3LPS34,V,C1,C3,C0,C0,0,0,2,4
Fc1C3Fc2C3Fv6V3LPS35,Q,C0,C3,C0,C0,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS36,V,C0,C3,C3,C3,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS37,R,C0,C3,C2,C3,8,0,3,0
Fc1C3Fc2C3Fv6V3LPS38,Q,C0,C0,C8,C0,0,0,2,7
Fc1C3Fc2C3Fv6V3LPS39,T,C0,C0,C0,C3,6,0,3,0
Fc1C3Fc2C3Fv6V3LPS40,S,C4,C3,C0,C2,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS41,P,C1,C0,C0,C0,7,0,3,0
Fc1C3Fc2C3Fv6V3LPS42,R,C1,C4,C1,C0,0,8,2,0
Fc1C3Fc2C3Fv6V3LPS43,R,C1,C3,C2,C0,0,0,3,5
Fc1C3Fc2C3Fv6V3LPS44,T,C1,C0,C0,C0,0,4,2,0
Fc1C3Fc2C3Fv6V3LPS45,V,C1,C0,C3,C0,0,7,2,0
Fc1C3Fc2C3Fv6V3LPS47,P,C3,C1,C1,C3,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS48,P,C3,C2,C2,C0,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS49,P,C0,C3,C0,C0,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS50,T,C3,C0,C0,C1,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS51,R,C0,C3,C3,C0,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS52,T,C3,C0,C1,C0,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS53,R,C3,C0,C9,C0,0,8,2,0
Fc1C3Fc2C3Fv6V3LPS54,V,C1,C1,C2,C0,0,5,2,0
Fc1C3Fc2C3Fv6V3LPS55,P,C3,C1,C0,C3,0,0,3,6
Fc1C3Fc2C3Fv6V3LPS56,T,C0,C1,C1,C0,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS57,P,C8,C2,C0,C6,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS58,R,C0,C2,C0,C0,0,7,3,0
Fc1C3Fc2C3Fv6V3LPS59,T,C0,C3,C2,C6,0,0,2,0
Fc1C3Fc2C3Fv6V3LPS60,P,C2,C1,C0,C0,0,0,3,0
Fc1C3Fc2C3Fv6V3LPS61,P,C0,C0,C2,C2,0,6,2,0
Fc1C3Fc2C3Fv6V3LPS63,S,C0,C3,C1,C0,7,0,3,0
Fc1C3Fc2C3Fv7V1LQS15,S,C0,C3,C0,C1,5,0,0,1
Fc1C3Fc2C3Fv7V1LQS16,P,C2,C0,C2,C2,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS17,Q,C0,C3,C3,C2,0,0,7,0
Fc1C3Fc2C3Fv7V1LQS18,Q,C0,C3,C1,C3,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS19,Q,C0,C0,C0,C0,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS21,T,C3,C0,C0,C0,0,3,0,0
Fc1C3Fc2C3Fv7V1LQS22,V,C1,C1,C6,C0,0,0,4,0
Fc1C3Fc2C3Fv7V1LQS23,S,C1,C0,C2,C3,0,0,0,0
Fc1C3Fc2C3Fv7V1LQS24,Q,C2,C2,C0,C0,7,0,0,0
Fc1C3Fc2C3Fv7V1LQS25,V,C1,C0,C0,C1,4,0,0,1
Fc1C3Fc2C3Fv7V1LQS26,S,C3,C3,C0,C5,0,0,0,0
Fc1C3Fc2C3Fv7V1LQS27,T,C0,C0,C1,C3,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS28,Q,C2,C1,C3,C0,0,0,4,1
Fc1C3Fc2C3Fv7V1LQS29,V,C0,C1,C2,C0,0,0,8,0
Fc1C3Fc2C3Fv7V1LQS30,P,C0,C1,C0,C1,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS31,Q,C3,C0,C3,C0,0,0,0,0
Fc1C3Fc2C3Fv7V1LQS32,T,C2,C0,C1,C0,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS33,Q,C3,C3,C2,C2,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS34,S,C0,C0,C2,C0,0,0,0,0
Fc1C3Fc2C3Fv7V1LQS37,S,C0,C0,C0,C0,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS38,P,C0,C3,C1,C0,0,9,0,0
Fc1C3Fc2C3Fv7V1LQS40,Q,C0,C1,C2,C1,0,0,0,0
Fc1C3Fc2C3Fv7V1LQS41,S,C1,C1,C0,C0,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS42,P,C1,C0,C0,C3,6,0,0,0
Fc1C3Fc2C3Fv7V1LQS43,S,C0,C0,C0,C1,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS44,Q,C0,C2,C3,C2,0,0,0,0
Fc1C3Fc2C3Fv7V1LQS45,T,C0,C0,C2,C0,0,0,3,1
Fc1C3Fc2C3Fv7V1LQS47,R,C1,C0,C3,C2,0,8,0,1
Fc1C3Fc2C3Fv7V1LQS49,S,C2,C0,C0,C2,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS50,S,C2,C1,C0,C0,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS51,Q,C3,C0,C0,C2,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS53,S,C0,C0,C0,C0,0,0,5,1
Fc1C3Fc2C3Fv7V1LQS54,Q,C2,C0,C7,C1,0,0,7,1
Fc1C3Fc2C3Fv7V1LQS55,P,C0,C4,C3,C3,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS56,T,C8,C0,C0,C7,0,9,0,0
Fc1C3Fc2C3Fv7V1LQS57,R,C0,C3,C0,C1,8,0,0,0
Fc1C3Fc2C3Fv7V1LQS58,Q,C0,C0,C1,C1,0,0,0,0
Fc1C3Fc2C3Fv7V1LQS59,T,C0,C2,C3,C4,0,0,0,0
Fc1C3Fc2C3Fv7V1LQS60,S,C0,C2,C2,C0,0,0,0,1
Fc1C3Fc2C3Fv7V1LQS61,Q,C2,C2,C2,C2,0,0,6,0
Fc1C3Fc2C3Fv7V1LQS63,P,C0,C0,C0,C2,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS15,P,C2,C3,C0,C3,0,0,8,2
Fc1C3Fc2C3Fv7V2LPS16,T,C3,C0,C0,C3,0,0,6,1
Fc1C3Fc2C3Fv7V2LPS17,P,C1,C0,C0,C1,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS18,P,C0,C1,C1,C1,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS19,P,C0,C3,C0,C2,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS20,P,C0,C3,C0,C3,0,6,0,1
Fc1C3Fc2C3Fv7V2LPS22,S,C1,C0,C0,C1,0,6,0,1
Fc1C3Fc2C3Fv7V2LPS23,P,C3,C1,C2,C0,0,6,0,1
Fc1C3Fc2C3Fv7V2LPS24,P,C0,C0,C3,C0,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS25,P,C0,C1,C1,C0,0,0,7,1
Fc1C3Fc2C3Fv7V2LPS26,P,C0,C0,C0,C0,8,0,0,1
Fc1C3Fc2C3Fv7V2LPS28,T,C3,C1,C0,C1,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS29,P,C1,C0,C1,C0,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS30,R,C2,C0,C0,C3,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS31,T,C2,C1,C1,C1,0,0,9,2
Fc1C3Fc2C3Fv7V2LPS32,Q,C1,C3,C0,C3,0,6,0,2
Fc1C3Fc2C3Fv7V2LPS33,Q,C1,C0,C1,C0,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS34,P,C1,C0,C0,C0,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS35,T,C6,C0,C0,C1,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS36,P,C1,C3,C3,C0,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS37,P,C0,C1,C0,C2,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS38,P,C1,C1,C1,C0,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS39,R,C2,C8,C0,C2,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS40,Q,C2,C1,C3,C0,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS41,T,C2,C3,C0,C0,8,0,0,1
Fc1C3Fc2C3Fv7V2LPS42,P,C0,C0,C2,C0,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS43,P,C0,C1,C0,C0,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS45,S,C2,C0,C0,C0,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS47,P,C1,C0,C0,C1,0,6,0,2
Fc1C3Fc2C3Fv7V2LPS48,Q,C0,C0,C2,C2,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS49,Q,C5,C0,C4,C0,0,0,4,1
Fc1C3Fc2C3Fv7V2LPS51,Q,C0,C3,C0,C0,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS52,P,C2,C0,C0,C0,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS53,P,C1,C2,C1,C1,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS54,P,C2,C0,C3,C3,0,0,9,1
Fc1C3Fc2C3Fv7V2LPS55,T,C2,C0,C2,C0,0,0,0,1
Fc1C3Fc2C3Fv7V2LPS56,P,C1,C0,C3,C2,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS57,P,C2,C0,C1,C0,9,0,0,1
Fc1C3Fc2C3Fv7V2LPS58,S,C1,C1,C0,C0,0,0,8,1
Fc1C3Fc2C3Fv7V2LPS59,P,C1,C2,C1,C0,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS60,P,C0,C3,C0,C3,0,5,0,2
Fc1C3Fc2C3Fv7V2LPS61,P,C3,C0,C0,C0,6,0,0,2
Fc1C3Fc2C3Fv7V2LPS62,P,C0,C1,C1,C0,0,0,0,2
Fc1C3Fc2C3Fv7V2LPS63,P,C0,C1,C3,C0,0,0,0,2
Fc1C3Fc2C3Fv7V3LVS15,Q,C2,C2,C0,C0,0,5,0,2
Fc1C3Fc2C3Fv7V3LVS16,S,C2,C0,C1,C2,5,0,0,2
Fc1C3Fc2C3Fv7V3LVS17,Q,C0,C2,C3,C0,0,0,0,2
Fc1C3Fc2C3Fv7V3LVS19,Q,C0,C1,C0,C0,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS20,V,C0,C2,C8,C6,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS21,Q,C2,C0,C3,C0,0,0,0,2
Fc1C3Fc2C3Fv7V3LVS22,V,C3,C0,C0,C0,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS23,V,C0,C2,C0,C2,4,0,0,2
Fc1C3Fc2C3Fv7V3LVS24,V,C0,C3,C0,C2,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS25,Q,C2,C0,C3,C2,0,0,9,3
Fc1C3Fc2C3Fv7V3LVS26,Q,C1,C1,C9,C0,3,0,0,3
Fc1C3Fc2C3Fv7V3LVS27,V,C0,C0,C1,C0,0,0,0,2
Fc1C3Fc2C3Fv7V3LVS28,Q,C0,C0,C3,C2,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS29,Q,C0,C0,C0,C2,9,0,0,2
Fc1C3Fc2C3Fv7V3LVS30,Q,C0,C2,C0,C2,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS31,P,C3,C0,C3,C3,0,0,0,2
Fc1C3Fc2C3Fv7V3LVS32,Q,C3,C0,C0,C0,0,0,3,3
Fc1C3Fc2C3Fv7V3LVS33,R,C8,C0,C2,C0,0,0,0,2
Fc1C3Fc2C3Fv7V3LVS34,V,C6,C0,C2,C4,8,0,0,2
Fc1C3Fc2C3Fv7V3LVS35,Q,C0,C0,C3,C0,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS36,R,C0,C3,C2,C9,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS37,Q,C0,C0,C0,C0,1,6,4,2
Fc1C3Fc2C3Fv7V3LVS38,Q,C0,C3,C1,C1,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS40,P,C0,C2,C1,C1,0,8,2,2
Fc1C3Fc2C3Fv7V3LVS41,V,C1,C0,C0,C1,9,0,0,3
Fc1C3Fc2C3Fv7V3LVS42,R,C2,C0,C9,C0,0,5,0,3
Fc1C3Fc2C3Fv7V3LVS43,P,C0,C0,C0,C0,0,0,5,2
Fc1C3Fc2C3Fv7V3LVS44,S,C3,C1,C0,C0,0,3,0,2
Fc1C3Fc2C3Fv7V3LVS45,R,C0,C0,C0,C0,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS46,V,C0,C0,C0,C2,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS47,V,C5,C1,C1,C6,0,0,0,2
Fc1C3Fc2C3Fv7V3LVS48,Q,C3,C2,C0,C0,6,6,0,2
Fc1C3Fc2C3Fv7V3LVS50,Q,C3,C1,C3,C3,0,0,0,2
Fc1C3Fc2C3Fv7V3LVS51,Q,C0,C2,C2,C1,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS52,Q,C0,C0,C0,C0,0,0,0,2
Fc1C3Fc2C3Fv7V3LVS53,Q,C1,C0,C4,C7,0,0,0,2
Fc1C3Fc2C3Fv7V3LVS54,P,C3,C7,C3,C0,3,0,0,3
Fc1C3Fc2C3Fv7V3LVS55,V,C3,C2,C3,C2,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS56,S,C1,C0,C0,C2,7,0,0,3
Fc1C3Fc2C3Fv7V3LVS57,V,C0,C0,C3,C0,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS58,Q,C0,C3,C0,C3,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS59,V,C0,C3,C3,C0,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS60,Q,C0,C2,C0,C0,0,0,0,3
Fc1C3Fc2C3Fv7V3LVS61,S,C0,C5,C0,C2,8,0,0,3
Fc1C3Fc2C3Fv7V3LVS62,V,C0,C3,C0,C1,0,9,0,2
Fc1C3Fc2C3Fv7V3LVS63,V,C3,C0,C0,C1,8,0,0,3
Fc1C3Fc3C1LPS15,P,C0,C2,C6,C0,0,0,0,0
Fc1C3Fc3C1LPS16,R,C0,C1,C0,C1,0,5,0,0
Fc1C3Fc3C1LPS17,P,C1,C0,C0,C0,0,8,0,0
Fc1C3Fc3C1LPS18,P,C3,C3,C3,C2,0,8,0,0
Fc1C3Fc3C1LPS19,P,C1,C2,C0,C2,0,0,5,0
Fc1C3Fc3C1LPS20,P,C1,C1,C1,C0,0,0,0,0
Fc1C3Fc3C1LPS21,Q,C2,C0,C2,C0,0,0,0,0
Fc1C3Fc3C1LPS22,V,C1,C0,C2,C2,0,0,0,0
Fc1C3Fc3C1LPS23,S,C3,C3,C2,C1,0,0,9,0
Fc1C3Fc3C1LPS24,R,C3,C1,C2,C0,5,0,0,0
Fc1C3Fc3C1LPS25,Q,C0,C2,C2,C2,0,0,4,0
Fc1C3Fc3C1LPS26,P,C0,C4,C4,C2,0,0,0,0
Fc1C3Fc3C1LPS27,Q,C2,C1,C0,C2,9,0,0,0
Fc1C3Fc3C1LPS28,Q,C0,C1,C2,C3,0,0,0,3
Fc1C3Fc3C1LPS29,P,C3,C3,C1,C3,0,7,0,0
Fc1C3Fc3C1LPS30,P,C3,C0,C3,C0,0,0,0,7
Fc1C3Fc3C1LPS31,P,C2,C2,C0,C2,8,0,0,0
Fc1C3Fc3C1LPS32,P,C1,C1,C0,C1,0,0,0,0
Fc1C3Fc3C1LPS33,V,C3,C2,C1,C0,0,0,0,0
Fc1C3Fc3C1LPS34,P,C1,C3,C0,C1,5,0,0,0
Fc1C3Fc3C1LPS35,S,C0,C3,C0,C1,0,0,0,0
Fc1C3Fc3C1LPS38,P,C0,C0,C1,C0,0,0,0,0
Fc1C3Fc3C1LPS39,P,C3,C1,C1,C3,0,0,0,0
Fc1C3Fc3C1LPS40,R,C1,C1,C2,C0,5,0,0,0
Fc1C3Fc3C1LPS41,P,C0,C2,C0,C2,0,0,7,0
Fc1C3Fc3C1LPS42,P,C2,C1,C1,C0,8,0,0,0
Fc1C3Fc3C1LPS43,S,C0,C0,C0,C0,0,0,0,0
Fc1C3Fc3C1LPS44,R,C2,C1,C2,C0,0,0,0,4
Fc1C3Fc3C1LPS45,R,C0,C3,C2,C3,0,0,0,0
Fc1C3Fc3C1LPS46,Q,C2,C2,C1,C0,0,0,9,0
Fc1C3Fc3C1LPS47,P,C2,C1,C2,C3,0,0,0,0
Fc1C3Fc3C1LPS48,P,C1,C2,C1,C0,0,3,0,0
Fc1C3Fc3C1LPS49,T,C1,C1,C0,C1,0,0,0,0
