,PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
15006,15006,0.671488,-0.052945,0.11561,-0.576563,0.951575,-1.350101,-1.167492,-0.266665,1.199348,-0.124852,I
15007,15007,0.168999,1.375221,0.045123,-1.028075,0.005938,-0.325933,0.098039,0.075039,-0.04692,0.182273,F
15008,15008,0.296698,-0.068257,0.230872,-1.286364,0.269598,-0.196018,0.067019,0.085436,-0.363295,-0.161413,A
15009,15009,-0.134549,0.094682,0.148639,-0.144343,0.22734,-0.578585,0.21416,-0.640796,0.195774,-0.144955,C
15010,15010,0.45129,0.002282,0.103803,-0.291843,0.949021,-0.900438,-0.836324,-0.14066,1.268918,-0.622409,I
15011,15011,-0.059414,-0.131343,0.264035,-0.042086,0.222144,1.008494,0.204145,-0.811929,-0.268704,0.733288,A
15012,15012,0.005532,-0.579427,0.037593,0.072642,0.268088,1.822786,0.347892,-1.961632,-0.58396,2.071746,E
15013,15013,-0.023061,-0.383647,0.143471,0.578306,0.253683,1.007796,-0.166107,0.06336,0.486524,0.694936,X
15014,15014,0.079194,1.420928,0.239253,-0.499449,-0.694211,1.671624,0.744259,-0.223886,-0.016197,1.068083,A
15015,15015,0.037955,0.397045,0.169708,-0.057891,0.261514,1.116248,-0.035828,-0.915501,-0.453067,1.132151,A
15016,15016,-0.135083,0.061231,0.177877,0.825918,0.2852,1.363788,-0.042397,0.423188,0.484821,1.149173,A
15017,15017,0.380315,-0.253546,-0.013018,-0.072108,0.964837,-0.975425,-0.761529,0.152734,1.396144,-0.227228,I
15018,15018,-0.047616,-0.172992,0.092723,1.17184,0.139287,0.241781,0.363046,0.616008,0.127863,0.187173,D
15019,15019,-0.208015,-0.569089,0.203782,0.710921,0.235981,1.555306,0.294464,-0.790571,-0.193265,0.934414,A
15020,15020,0.191767,0.13955,0.350484,-0.835006,0.276221,-0.662476,0.029307,0.326247,0.346951,-0.524298,F
15021,15021,0.573117,-0.171801,0.126634,-0.88036,0.913193,-0.824134,-1.330713,0.017249,0.787801,-0.051901,I
15022,15022,0.317275,0.252771,-0.870618,-2.129237,0.192518,0.21276,0.382985,-0.086644,-0.207529,-0.187394,A
15023,15023,0.020683,0.41189,0.502952,-0.501636,-1.211402,1.40809,0.333298,-0.410168,0.029627,0.758612,D
15024,15024,0.128642,-0.292148,0.175986,-0.776263,0.248867,0.215971,0.212815,0.7492,-0.160018,-0.311345,A
15026,15026,0.175732,0.181345,-0.24993,-0.347982,0.259969,-1.07605,0.138256,1.23139,0.613919,-0.535392,F
15027,15027,-0.0826,-0.010287,0.437347,-0.465406,-1.067276,-0.229958,0.446958,-0.367894,0.076576,-0.06762,A
15028,15028,0.127044,-0.324801,0.238524,0.311179,0.264821,0.492282,0.307274,-0.716736,0.078112,0.40413,A
15030,15030,-0.059828,0.037273,0.360722,0.573319,0.251136,0.881413,0.412238,0.303213,0.04243,1.045931,A
15031,15031,-0.038549,0.379283,0.26515,-0.055853,0.208839,-0.928536,0.512123,0.525728,0.750647,-0.852035,G
15032,15032,-0.016748,-0.445189,0.680606,-0.964323,0.34935,-0.098857,-0.01433,0.702931,0.571802,-0.046962,A
15033,15033,-0.04528,0.262829,0.168972,1.038312,0.271338,-0.125939,0.258897,1.156156,0.415028,0.159696,F
15034,15034,-0.069941,0.433206,-0.009029,-1.197232,-0.791167,0.499786,0.342218,-1.053609,0.147903,0.531061,E
15035,15035,0.088163,-0.132907,0.211786,0.583151,0.228399,0.087111,0.025927,0.556691,0.030957,-0.096036,A
15036,15036,0.537285,0.105427,-0.610491,-2.47044,-0.318968,-0.600679,0.340802,-2.581537,-1.120921,-1.393777,A
15037,15037,-0.088166,0.024524,0.215193,0.746316,0.250118,0.1602,0.155919,0.127125,0.268996,0.383987,A
15038,15038,0.6922,-0.754459,-0.387158,0.423401,0.987682,-1.065918,-1.06581,0.719765,1.788542,0.098287,I
15039,15039,-0.060241,0.523236,0.17496,-0.040525,0.225447,-0.089739,-1.685066,0.174167,0.549835,-1.470697,A
15040,15040,-1.3e-05,-0.003714,0.216232,-0.523856,0.257948,-0.437155,0.108783,-0.22063,0.015283,-0.682523,F
15041,15041,0.111488,0.071289,-0.052893,0.475215,0.213817,0.192825,0.54841,0.584926,0.48483,0.113484,A
15042,15042,0.04151,-0.193537,0.29423,-0.034884,0.266786,-0.082625,0.247652,0.224329,0.029162,-0.408358,H
15043,15043,-0.042174,0.448672,1.201319,-0.41327,-0.563026,-0.723048,0.471622,0.705785,0.453676,-0.740344,E
15044,15044,0.088941,0.027659,0.233421,-0.105354,0.25092,-0.0954,0.210254,-0.569496,0.140345,0.002341,G
15045,15045,0.163647,0.492825,0.397945,0.591011,-1.059829,0.086943,-0.095243,-0.287115,-0.790828,-0.529463,A
15046,15046,0.616506,-1.547257,-0.048483,0.519979,0.993229,-1.091821,-1.262112,0.963625,1.497512,0.35782,I
15047,15047,0.192044,-0.547605,0.376893,0.526454,-1.131253,0.370595,0.088808,1.233171,0.069947,-0.253806,A
15048,15048,0.194865,0.554017,-0.209186,0.712935,-1.146191,0.168898,0.368127,0.842144,0.448898,0.201374,D
15049,15049,0.295875,1.310941,0.477271,-0.139044,-1.181147,0.015963,0.18918,-0.120097,-1.13997,0.162689,A
15050,15050,-0.443554,0.107638,0.455559,-0.674467,0.054552,0.974251,-0.008349,-1.468032,-1.522138,0.678495,A
15051,15051,0.046467,0.05115,0.190403,0.513899,0.269431,-0.925155,0.067129,1.194534,0.622127,-0.742221,H
15052,15052,0.635455,-0.214527,0.06758,-0.672704,0.89594,-0.522253,-1.431874,-0.696212,0.378261,0.066894,I
15053,15053,0.174977,0.23923,0.140899,-0.798013,0.25317,-0.277727,0.596827,-0.55036,-0.05291,-0.451297,F
15054,15054,0.178169,0.404111,0.441563,-0.133232,0.170258,-0.27024,-1.456582,0.09499,0.202866,-1.803015,A
15055,15055,0.023344,-0.07292,0.055807,1.000286,0.133462,0.342641,0.334472,0.164061,0.067365,0.457467,A
15056,15056,-0.061807,-0.089487,0.264712,1.247463,0.578617,1.611083,-1.511872,0.194389,0.604922,2.059964,Y
15057,15057,0.061287,-0.0208,0.220159,0.206909,0.266947,-0.235225,0.418094,-0.059982,0.043823,0.01712,F
15058,15058,-0.087701,0.341398,0.126007,0.961638,0.214209,-0.23691,0.35476,1.445676,0.710295,-0.194332,E
15059,15059,0.073103,-0.133043,0.142183,0.885697,-1.297525,0.350492,0.20729,1.437101,0.029513,0.026066,A
15061,15061,0.243871,0.112558,0.381559,0.331875,0.242092,-0.262844,0.095915,0.20981,-0.194157,-0.096044,A
15062,15062,-0.176434,-0.744466,0.075295,-0.058881,0.247758,1.387964,0.346776,-1.13447,-0.150566,1.34778,G
15063,15063,-0.167343,-0.632114,0.530463,-0.057462,0.209447,1.874977,0.143212,-1.63863,-0.463488,1.450029,A
15064,15064,0.424506,-0.489326,0.097772,0.329275,0.982503,-1.074891,-1.267488,-0.594949,0.889172,-0.07238,I
15065,15065,0.015965,-0.385983,0.084479,0.478236,0.235802,0.380043,0.34575,0.210264,-0.084789,0.439999,A
15066,15066,0.129241,-0.420523,0.338259,-0.172671,0.200195,-0.493609,0.006722,0.079793,0.330362,-0.499561,F
15067,15067,-0.44187,-0.187344,-0.294542,2.005511,0.334626,0.670613,-0.182718,1.072704,2.330902,0.881172,X
15068,15068,0.015806,-0.109676,0.182412,0.846407,0.276718,-0.204617,0.368524,0.998703,0.457414,-0.095548,F
15069,15069,0.537835,0.143373,0.196539,-0.958883,0.905444,-0.643353,-1.046796,0.273968,0.872264,-0.445598,I
15070,15070,-0.006857,0.16639,0.257419,0.798728,0.250012,0.737466,0.230738,0.211311,0.046906,0.921167,A
15071,15071,0.213268,-0.292593,0.669843,-1.211266,0.139862,-0.527605,-0.09512,-1.982015,-1.327916,0.484168,A
15072,15072,0.023469,0.46917,0.255919,0.593671,0.239853,0.030154,0.320786,0.42818,0.118982,-0.039514,F
15073,15073,-0.225049,0.242436,0.23212,0.057863,0.194648,1.811118,0.368335,-1.406698,-0.253059,1.644561,A
15074,15074,0.158305,-0.068904,0.302666,-2.153128,0.243701,-0.693546,0.391365,-1.813463,-0.44224,-1.315833,C
15075,15075,0.165372,-0.370825,0.184532,0.814846,0.235754,0.818803,0.034371,0.307425,0.02497,0.427469,A
15076,15076,0.194803,0.228713,0.208272,0.303039,0.246054,-0.239917,0.392597,0.602761,0.063181,-0.297506,A
15077,15077,0.013168,-0.137137,0.112191,-0.156589,0.256548,-0.140388,0.278806,0.096889,-0.090114,-0.102536,F
15078,15078,0.144756,0.190837,0.26699,0.454976,0.271559,0.236531,0.168253,-0.221931,-0.1798,0.457837,A
15079,15079,-0.218847,-0.344755,0.390474,1.160708,0.750511,-1.043484,-0.147519,0.231003,1.39402,-0.01034,Y
15080,15080,-0.090467,-0.369364,0.360795,0.130324,0.199669,-0.243127,0.179501,-0.15498,-0.177482,-0.224769,D
15081,15081,0.453399,-0.082074,0.100685,-1.555544,-1.51219,0.782194,0.109985,1.3723,-0.189577,0.2389,A
15083,15083,0.157943,0.252561,0.251587,-0.333675,0.226298,-1.033457,0.435913,0.541085,0.724898,-0.911221,H
15084,15084,-0.004549,-0.208077,0.191866,0.859474,0.198913,-0.462235,0.025902,1.449197,0.201227,-0.120432,E
15085,15085,0.194193,0.376182,0.318752,-0.422189,0.260619,-1.122602,0.045383,-0.029812,0.443103,-1.021725,F
15087,15087,0.090933,-0.28326,-0.840964,-2.079739,0.392964,-0.24555,0.252966,-0.028182,-0.280427,0.200905,A
15088,15088,0.036171,0.271956,0.009236,-0.220569,0.24393,0.685543,0.440384,0.121898,0.346075,0.469789,A
15089,15089,-0.003312,0.086954,0.079132,0.879638,0.252561,0.699498,0.471622,0.059695,-0.115454,0.912364,F
15090,15090,0.733483,-0.712193,-0.134196,0.715186,0.958174,-0.681569,-1.442264,0.79599,1.963491,-0.255971,I
15091,15091,-0.052085,-0.436944,-0.105411,0.872613,0.23406,0.497328,-0.082469,0.80228,1.856709,0.232534,X
15092,15092,-0.135301,0.170739,0.239366,1.051956,0.237468,0.556114,0.363413,0.744088,0.221379,0.450861,E
15093,15093,0.132817,0.269712,-0.227563,-1.135869,-1.164973,1.681705,0.553231,0.237852,-0.451464,1.054846,G
15095,15095,0.121648,-0.358456,-0.597682,-0.774665,0.260426,-0.352463,0.24228,-0.236791,0.30487,-0.395005,F
15096,15096,-0.025894,0.37877,0.109042,-0.115133,0.250257,-0.012565,0.3091,-0.371363,-0.296991,-0.075266,H
15097,15097,0.073974,0.124059,0.196591,0.286636,0.006379,0.188542,0.039531,0.349544,0.221637,-0.010925,A
15099,15099,-0.050549,-0.043975,0.12363,-0.21001,0.242893,-0.084234,0.548081,-0.220666,-0.102385,-0.115347,F
15100,15100,0.079378,0.15822,0.071637,0.497143,0.270089,-0.052057,0.415263,0.270798,0.318509,-0.008717,F
15101,15101,-0.055434,0.129588,0.313748,0.474834,0.257787,2.102191,0.072558,-1.265953,-0.844939,1.083724,A
15102,15102,-0.136882,-0.170493,0.242584,-0.197152,-0.696563,0.482761,0.625837,-0.64215,-0.026289,-0.354001,A
15103,15103,0.512826,-0.258184,0.075335,-0.655073,0.903837,-0.403614,-1.089136,-0.969789,0.257995,-0.159437,I
15104,15104,0.196754,1.662593,0.427263,0.554437,-0.923159,0.677817,0.563131,0.227215,-0.048274,0.636706,D
15105,15105,0.180262,0.051304,-0.09954,-0.476065,0.27623,1.675542,0.205356,-1.430749,-0.474604,1.170903,F
15106,15106,0.277245,-0.12789,0.129883,-0.917496,0.388969,0.714747,-0.302267,-2.123545,-0.919428,1.842563,A
15107,15107,-0.180887,0.219262,0.33172,0.531593,0.262568,0.070657,0.108189,1.263353,0.98645,-0.030317,E
15108,15108,0.070841,-0.010297,0.159462,0.219478,0.278344,0.388416,0.260125,-0.136265,-0.024724,0.231428,A
15110,15110,-3.498799,-0.061497,0.22169,-0.677319,-4.702292,0.206098,0.523826,0.023696,-0.683446,-0.114608,A
15111,15111,0.040108,-0.403569,0.151841,0.808594,0.244873,0.852787,0.029637,1.055053,0.551683,0.947013,A
15112,15112,0.229841,-0.224245,0.112048,-0.605812,0.267346,0.078108,0.663713,-1.216819,-0.024221,0.429388,A
15113,15113,0.625805,-0.026939,0.102818,-1.307717,0.833464,-1.064672,-0.950575,-0.915498,0.276613,-0.116263,I
15114,15114,0.162469,0.379066,0.241632,-0.526128,0.270141,-0.550388,0.049931,0.906072,0.325935,-0.176181,F
15115,15115,-0.043913,0.158884,0.250966,-0.018804,0.244695,0.050186,0.171347,-0.30763,0.128646,-0.307822,E
15116,15116,0.341703,-0.231731,0.153749,0.462053,0.221422,0.558043,0.254246,-0.10152,-0.110421,0.18958,A
15117,15117,-0.060523,0.344429,0.334014,-0.379351,0.245886,-0.392357,0.235692,0.0868,0.066829,-0.692988,H
15118,15118,0.054387,0.100448,0.368185,0.417787,0.214428,0.962638,0.336129,0.301572,-0.043317,0.860658,A
15119,15119,0.033832,0.111239,0.229953,0.538475,0.27883,-0.613664,0.293536,1.281581,0.739357,-0.363489,E
15120,15120,0.06027,-0.084336,0.641164,-1.236389,0.267765,-0.717803,0.095845,-1.216514,-0.002437,-0.436279,A
15122,15122,0.797896,-0.510805,-0.041095,0.779123,0.963709,-1.033598,-1.241683,0.042794,1.293237,0.476551,I
15123,15123,-0.024381,-0.115541,0.24219,1.530662,0.233769,0.950065,0.59225,0.021351,0.948513,0.932555,A
15124,15124,-0.10035,-0.434741,0.198573,0.044852,-1.095953,0.946295,0.16151,-0.358691,0.263721,0.666114,F
15125,15125,0.110192,-0.528471,0.287556,0.80925,0.281099,0.450572,0.231154,0.885048,0.114172,0.222742,A
15127,15127,0.157025,-0.209017,0.323998,0.762172,0.256454,0.582019,0.192641,0.287553,0.257349,0.476338,A
15128,15128,-0.021141,0.182956,0.104595,-0.519482,0.239045,-0.515605,0.124981,-0.038513,0.105453,-0.540375,F
15129,15129,-0.258203,-0.319884,0.460987,1.144848,0.784353,-0.417018,-1.272797,0.54948,1.342949,1.076324,Y
15130,15130,-0.103645,0.115516,0.095563,-0.023009,0.238649,-0.677132,0.377867,0.366797,0.666775,-0.715941,E
15131,15131,0.474492,0.067352,-0.685033,0.539899,0.946655,-0.331044,-1.105719,1.250053,1.836835,-0.123311,I
15133,15133,-3.498799,0.866025,0.119849,-1.156482,-4.843295,0.002574,0.440458,0.463597,-0.769959,-0.561061,C
15134,15134,0.058704,0.188766,0.289143,0.269247,0.261512,-0.379197,0.149965,0.797401,0.242816,-0.447428,F
15135,15135,-0.648459,-0.640976,0.39562,1.94181,0.212542,1.434064,0.235936,0.715701,1.174532,0.98914,X
15136,15136,0.078692,-0.379066,0.217291,0.15375,0.268959,1.268078,-0.067347,-0.366284,-0.55606,0.852003,A
15137,15137,0.114009,-0.168617,0.185997,1.228787,0.242961,0.426716,0.442454,-0.01539,-0.508602,0.58799,A
15138,15138,-0.025332,0.48745,0.341112,0.247905,-0.926486,0.9608,0.258607,0.231688,0.1089,0.646525,E
15139,15139,0.235272,0.424501,0.275178,-0.365552,0.224342,-0.354636,0.477884,0.506553,0.438015,-0.583131,G
15140,15140,0.102758,0.439523,0.133376,-0.042452,0.271239,0.33447,0.22801,-0.286044,-0.122357,0.071865,F
15141,15141,0.062025,0.125172,0.303702,0.986652,0.256299,-0.036842,0.378722,0.412954,-0.692936,-0.065211,A
15142,15142,0.136283,-0.238495,0.190745,0.861672,0.266603,0.030576,0.466154,0.255685,0.104159,0.054573,A
15143,15143,-0.137996,-0.158907,-2.148003,0.58866,-0.064485,1.464911,0.342774,0.393526,0.384469,0.905427,X
15144,15144,-0.017609,0.149164,0.265151,0.809308,0.270349,0.225833,0.499357,0.468737,0.231318,0.20134,A
15145,15145,0.113564,-0.476613,0.221583,-0.530881,0.215189,-0.057875,0.517896,-0.448534,-0.385292,-0.322744,A
15146,15146,-0.300071,0.425192,0.416987,0.947503,0.719421,0.466936,-0.754336,-0.227109,0.815955,1.99838,Y
15147,15147,0.154667,0.068806,0.175261,0.5373,0.214603,0.718578,0.151394,-0.140494,-0.374259,1.098311,A
15148,15148,-0.177845,0.245856,0.415879,0.628327,0.175658,0.815008,0.368488,-0.085131,0.037604,0.83173,C
15149,15149,0.185572,-0.04353,0.401099,0.463672,0.215519,1.169159,0.13733,-1.023588,-0.82592,1.37872,A
15150,15150,-0.323184,0.019155,-0.244993,0.551922,0.291359,-0.244471,0.403458,1.538031,0.824818,-0.282826,X
15151,15151,-0.208747,0.090006,0.37729,1.180132,0.418456,1.812209,-0.199677,-0.957657,-0.434968,2.762656,Y
15152,15152,0.004292,-0.146262,0.280067,-0.062985,0.225139,-0.129067,0.416925,0.110654,-0.340822,-0.184754,A
15153,15153,0.284201,-0.49448,0.119109,-1.039459,0.1922,-0.384641,0.502566,-0.478673,-0.184966,-0.486951,A
15154,15154,0.081799,-0.243347,0.309079,0.27435,0.243333,-0.414836,0.286521,0.243594,-0.227548,-0.194851,A
15155,15155,0.177369,0.050124,0.31378,0.477364,0.184516,-0.077109,0.159044,0.007963,0.223101,-0.180925,A
15157,15157,0.02451,-0.214093,0.351249,0.196196,0.209364,0.013448,0.28754,0.097953,-0.038972,-0.041879,A
15158,15158,0.072351,-0.297622,0.212843,-0.13464,0.27261,0.260123,0.398882,-0.244169,-0.258897,0.163841,A
15159,15159,-0.151397,-0.374952,-2.356815,-0.90526,0.215837,0.149753,0.004536,-0.798496,-0.159292,0.625626,D
15160,15160,-0.194496,0.29307,0.197544,0.816177,0.271185,1.778086,0.183475,-0.161052,-0.394858,1.096934,F
15161,15161,-3.956684,-0.446035,-2.266012,0.33231,-5.044731,0.585171,0.772259,1.217192,-0.471856,0.095116,A
15162,15162,0.071889,-0.224347,0.388244,-0.422039,0.142799,-1.518753,0.687706,-2.679421,-2.526692,-1.038227,H
15163,15163,0.622194,-0.100634,-0.132825,-1.255258,0.984503,-0.53649,-1.063058,-1.362389,0.221485,0.45538,I
15164,15164,-0.144025,-0.050452,0.12677,0.460009,0.24174,-0.460032,0.475163,1.244991,0.354205,-0.572566,F
15165,15165,0.250689,-0.50335,-0.520961,0.015291,0.640054,2.58006,0.495713,-0.770629,-0.361796,2.243314,A
15166,15166,-0.201533,0.104716,0.230773,0.912228,0.271666,2.596202,0.120878,-0.128694,-0.682058,1.880554,X
15167,15167,0.132514,0.124782,0.288675,-0.055191,0.267396,-0.115214,0.457703,-0.013593,0.233906,-0.065059,A
15168,15168,-0.017052,0.330481,0.152553,0.081955,0.263841,1.5939,-0.077956,-0.65119,-0.307358,1.308856,A
15169,15169,0.12644,-0.135105,0.135727,-0.331009,0.184098,-0.367866,0.286595,-1.001602,-0.76359,-0.277807,A
15170,15170,-0.135727,-0.333636,0.206183,0.654169,0.25194,-0.026436,-0.02351,0.224384,0.314688,-0.024347,E
15171,15171,0.390627,-0.284724,-0.803285,-1.946438,-0.399079,-0.828929,-1.025585,-2.184592,-2.188838,-1.378601,A
15173,15173,-0.004113,0.221895,0.080911,0.860721,0.244086,0.64938,0.397853,0.482037,0.347072,0.568553,F
15174,15174,0.189284,0.383508,0.078816,-0.710028,0.243241,-1.24504,-0.050535,-0.143945,0.023714,-0.727406,G
15175,15175,0.209682,-0.156746,0.308845,-0.161269,0.252847,-0.175841,0.085976,0.728453,0.685155,-0.155553,A
15176,15176,0.149217,-0.23273,0.285686,0.614963,0.262488,0.712727,-0.023134,0.222051,0.094118,0.516054,F
15178,15178,0.212196,-0.136422,0.3272,-0.713138,0.1781,-0.82371,0.136478,-1.13263,0.219402,-1.055886,X
15181,15181,0.081096,2.400914,0.161315,0.23037,-0.962109,1.103782,-0.064165,0.13628,0.166351,0.957747,A
15182,15182,0.320849,-0.281757,0.350961,-0.707178,0.227398,-0.199646,0.239587,0.136113,0.049885,-0.389819,A
15184,15184,0.06704,-0.296561,0.167327,0.48764,0.232123,1.460176,0.441444,-0.563135,-0.496785,0.991074,E
15185,15185,0.197616,-0.196446,0.35077,0.719699,0.273868,0.048773,0.306187,1.039795,-0.009767,-0.405373,A
15186,15186,0.660559,-0.447156,0.449412,0.457207,1.000412,-0.85664,-0.957054,0.758014,2.006121,0.104536,I
15187,15187,0.055539,-0.023449,0.158931,0.218578,0.255699,-0.163245,0.460888,0.296173,-0.079931,0.006409,A
15188,15188,0.089392,0.418059,0.443693,-1.622208,-0.103206,-0.106529,0.114155,-0.820425,-0.346696,-0.385798,F
15189,15189,0.105293,-0.159291,0.196494,-0.094393,0.270377,-0.591807,0.042931,0.955894,0.512591,-0.569907,F
15190,15190,0.072802,0.270332,0.322633,0.598116,0.03647,-0.255504,0.147242,0.913684,0.803433,-0.380023,A
15191,15191,-0.05535,0.342751,0.432585,0.265463,0.202937,-0.377398,0.330246,0.72525,0.192796,-0.83236,E
15192,15192,-0.026464,0.316393,0.136604,-0.133316,0.167323,-0.618878,0.201483,0.346132,0.376878,-0.606675,F
15193,15193,0.074473,0.085927,0.30591,0.154561,0.164639,-0.120736,0.07786,0.081206,0.079258,0.133942,A
15194,15194,0.032317,0.254931,0.572638,-0.227024,-0.837404,-0.03197,-0.076801,-0.181435,0.075149,-0.588972,G
15195,15195,0.043252,-0.315112,-2.500093,-0.737622,0.19286,-0.184307,0.420141,-0.011706,0.012733,0.193872,A
15196,15196,0.069854,0.048103,0.252523,0.780276,0.261343,1.058029,0.170006,0.042591,0.066006,0.70555,A
15197,15197,-0.079683,-0.28055,0.175303,0.453401,0.227516,-0.112711,0.336604,0.648892,0.236593,-0.189517,F
15198,15198,-0.008054,-0.241817,0.123896,1.067459,0.246939,0.174932,0.067505,1.029987,0.162427,0.441666,A
15200,15200,0.090746,0.291825,0.293746,-0.686822,0.25814,-1.19475,0.355769,0.028982,0.181192,-0.990435,F
15201,15201,0.420487,-0.120401,0.4374,0.316746,-0.941949,-0.115898,-0.354497,0.282488,0.393548,-0.271006,F
15202,15202,0.107524,-0.287309,0.156906,0.586974,0.277221,-0.084271,0.098477,0.617874,0.186846,0.037681,A
15204,15204,-0.181109,0.083044,0.274969,1.07676,0.738413,0.604604,-0.982669,0.538318,0.965968,0.773245,Y
15205,15205,-0.004665,-0.116968,0.260005,-0.407682,0.248968,-0.2469,0.030287,-0.704188,-0.412926,0.257431,E
15207,15207,-0.017285,-0.167766,0.318471,-0.072387,0.195166,-0.51808,0.287474,0.180636,0.603193,-0.689369,E
15208,15208,-0.031752,-0.123678,0.270581,-0.047835,0.246467,0.46471,0.50362,0.201242,0.154615,0.120598,A
15209,15209,-0.08693,-0.293333,0.440365,0.466736,0.211034,0.293741,0.021747,0.254227,0.216548,0.347395,D
15210,15210,0.117334,-0.073187,0.191779,0.758967,0.21581,0.028015,0.868869,-0.258173,-0.03363,0.129304,X
15211,15211,0.151929,0.17979,0.132161,-0.894409,0.231938,-0.578308,0.301869,-0.327705,-0.237383,-0.520604,F
15212,15212,-0.227626,-0.337358,-0.65832,-0.333671,0.186747,1.039413,-0.118422,-2.204387,-1.675714,1.555084,E
15213,15213,0.19127,-0.159606,0.341603,0.543146,0.237041,-0.412073,-1.032186,0.90847,0.855572,-1.217849,E
15214,15214,0.089153,-0.058117,0.200754,0.578277,0.27811,-0.127654,0.540574,0.463666,-0.051636,-0.022023,F
15215,15215,0.669691,-0.577341,0.187381,1.206683,0.888672,-0.350383,-1.47978,0.853364,1.23717,0.353433,I
15216,15216,-3.498799,0.507477,-2.763193,-0.029802,-4.922215,-0.127619,-0.368046,-0.359039,-0.226011,0.894872,A
15217,15217,0.170002,-0.181743,0.26625,0.290873,0.278399,-0.009255,0.355889,0.334388,0.30241,-0.188679,F
15218,15218,0.114896,-0.416944,0.417582,-0.354451,0.170167,-0.074366,0.319156,-0.075146,0.012301,-0.390032,A
15220,15220,-0.03215,0.022808,0.109751,-0.768496,0.25936,-1.082239,0.221382,0.282887,0.601865,-0.689127,C
15221,15221,0.007341,-0.358565,0.098847,0.304826,0.246091,0.34453,0.180948,-0.433711,-0.583528,-0.051096,A
15222,15222,-0.121081,-0.14573,0.53445,1.040957,0.609947,-0.426425,-1.6427,1.121094,1.669784,0.125093,Y
15223,15223,0.167324,-0.221367,0.088356,-0.347205,0.241556,0.044253,0.40419,-0.759617,-0.292904,-0.200273,E
15224,15224,0.007824,0.138341,0.198796,-0.478236,0.275215,-0.626672,0.474325,-0.718534,-0.297525,-1.09069,F
15225,15225,0.638374,-0.076505,0.188241,-0.440876,0.965387,-0.856175,-0.959745,0.296588,1.330104,0.025469,I
15226,15226,0.069598,-0.161977,-1.07291,1.059747,0.2491,0.926468,0.304679,0.589903,0.418606,0.940056,A
15227,15227,-0.553883,0.029714,-1.202018,-0.635045,0.257657,-0.155307,0.249915,0.13924,-0.210761,-0.094836,F
15228,15228,-0.249007,-0.491668,0.353696,0.714041,0.835437,0.241422,-1.556438,-0.192549,1.175141,1.257804,I
15229,15229,0.08637,-0.582462,-0.241519,-1.266429,-0.115438,-1.175503,1.594017,-2.96146,-3.699623,-0.881342,G
15230,15230,0.020032,0.222338,0.370648,0.779213,0.177705,-0.160466,0.593788,0.973095,0.073917,-0.209871,E
15231,15231,-0.02214,0.041411,-1.733826,-0.884744,0.212345,-0.077435,0.288256,0.286019,0.077428,-0.309201,A
15232,15232,0.5974,-0.384656,0.106859,-0.218274,-0.643924,1.592135,0.183302,-0.403416,-0.549079,1.236587,A
15233,15233,0.007399,-0.038695,-0.738589,-0.210113,0.257244,-0.180094,0.395581,0.983006,0.358896,-0.321572,E
15235,15235,0.18114,-0.205386,0.358295,0.452194,0.25205,-0.474342,0.439878,0.625277,0.480657,-0.339268,H
15236,15236,0.454749,-0.229592,0.093044,-0.512215,0.980893,-1.123176,-1.091594,-0.889081,0.66932,0.330524,I
15237,15237,0.238092,-0.087927,0.129965,-0.859861,0.272666,-0.295155,0.470272,0.060124,-0.009515,-0.253004,G
15239,15239,-0.081267,-0.502943,-0.420676,-1.281623,-0.007961,-0.36743,-0.656831,-2.323773,-1.276196,-0.989572,A
15240,15240,0.033153,0.259374,0.256411,1.053276,0.257576,0.094358,0.454673,0.80032,0.20532,-0.118331,A
15241,15241,0.151997,-0.187721,0.248589,0.478023,0.278782,-0.133989,0.269831,0.661795,0.346162,-0.220891,F
15242,15242,0.074046,0.083148,0.278884,0.437058,0.265183,-0.207318,0.35151,0.924108,0.21732,-0.334003,A
15243,15243,0.132784,-0.094838,0.237072,0.056462,0.402009,-1.162979,0.818508,-2.640061,-2.513117,-1.302659,G
15244,15244,0.887928,-0.107099,0.174894,-1.799125,0.792278,-1.441669,-1.598773,-1.699875,0.126649,-0.494298,I
15245,15245,0.059497,0.155674,0.744898,-1.0703,0.229751,-0.714609,0.383542,1.298941,0.135201,-0.576987,F
15246,15246,0.056422,0.276351,0.248313,-0.377904,0.21916,-0.450687,0.074214,0.133925,0.291485,-0.149849,G
15247,15247,0.083046,0.256077,0.149371,0.725896,0.21957,0.696813,0.406698,0.169564,0.127654,0.776093,A
15248,15248,0.07478,-0.213409,0.149562,0.516534,0.24305,0.579274,0.406467,-0.123938,0.111,0.573517,E
15249,15249,0.339975,0.011475,0.083979,-1.111782,0.216269,-0.327297,0.116202,0.817284,0.446452,-0.107056,A
15250,15250,-0.28672,0.060018,0.398815,0.615198,0.244383,0.680804,0.106086,0.035892,0.552426,0.461565,E
15251,15251,-0.116043,0.193214,0.146903,0.989258,0.182374,1.494747,0.232381,-0.694425,-0.490083,0.517388,X
15252,15252,0.076759,0.333563,0.096787,0.582679,0.2545,0.156982,-0.08663,-0.468183,-0.492589,-0.014596,F
15253,15253,-3.498799,1.748428,-0.451014,-0.020192,-4.752451,0.307695,-0.241011,0.340304,-0.835566,0.244687,A
