,Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
11134,11134,,0.475852,0.194475,2.672067,98.806674,,0.091987,0.578271,1.120122,0.655711,0.052962,-0.116589,0.084359,0.090045,3475.524519,1.082151,4.288106,0.037962,0.112512,,1.494226,,,,0.551605,,,0.343145,5.176112,0.424761,0.103007,132.378076,8.51329,2.540747,0.057756,1.844604,,0.695965,0.024602,1.231816,-0.309211,,103.90617,66.092588,,1.532811,,,,3.66892,0.145404,0.216265,0.097595,2.079199,47875.390591,0.097267,,0.958713,,,5.235597,65.801361,6.194771,5.916705,0
12905,12905,,0.464003,0.105745,2.233553,-99.308854,,0.045457,4.479464,3.557313,0.316205,0.089498,-0.026322,0.028542,0.107266,-1643.84409,-0.150108,1.363827,-0.06417,-0.094114,,,,,,0.549573,-0.302643,,8.362243,3.35144,0.394399,0.076378,168.36593,10.012419,3.213506,0.159196,1.586004,,0.710412,-0.076288,-0.307538,,,,,,1.880813,,,,1.679681,,0.469946,18.728434,,585.732141,0.068897,,0.928393,,,,132.39533,2.08651,132.016054,0
12569,12569,,0.583867,0.153404,3.978749,-8.803169,,0.207072,2.353302,1.963423,0.506964,0.138271,-0.125699,0.055882,0.023223,2410.033547,0.559138,6.906805,0.098275,0.019168,,1.352506,,,,0.155672,0.755911,,,3.277963,-0.003756,0.157217,24.063669,9.340349,1.45033,-0.029859,1.731127,,0.58331,0.034477,0.413032,,,116.287067,32.390681,,2.107641,,,,0.694394,0.541545,0.122865,,,517.814125,0.12025,,0.91397,,,8.707568,108.489956,3.097587,,0
12469,12469,0.001704,0.479208,0.132492,1.837648,5.355253,,-0.004732,1.650742,1.100838,0.401554,0.045933,0.26153,0.057353,-0.015743,-4461.97045,0.506098,1.531595,0.093123,0.077278,,1.164638,,0.043697,0.252072,0.414147,0.435246,,4.39063,4.661853,0.509958,0.036572,143.883642,3.363308,0.898043,0.008019,1.366704,,0.406857,0.086836,0.448328,-2.346654,,96.853352,97.525042,,1.738281,,0.090816,0.016996,0.989497,0.275949,0.17863,5.03608,4.469794,2835.723886,0.000423,,1.010892,,,4.957236,126.00275,3.676482,-24.026567,0
13010,13010,0.104077,0.546882,-0.177367,1.164729,60.843901,,0.080582,0.203883,1.157426,0.421497,0.062062,0.274034,0.093681,-0.007397,-3352.154189,0.233226,2.859702,0.125686,0.079792,,,,0.035665,,0.23987,0.082894,,-1.049781,4.323237,0.558237,0.096404,44.925864,5.893045,0.237021,-0.01101,1.842945,,0.279903,0.020336,0.181576,-0.334939,,128.66735,68.163369,,0.514288,,0.040818,0.025671,0.828422,0.540075,0.13582,2.847255,0.397006,6714.653097,0.011874,0.512447,0.981017,,,12.369941,84.823681,2.698197,21.140327,0
10257,10257,0.126219,0.758844,0.349533,1.322295,99.023087,,0.001849,1.097719,1.22504,0.619956,0.211165,0.694165,0.114489,0.011936,4973.671818,0.359745,3.268802,0.031087,0.06322,,0.817082,,0.048781,,,-0.163468,,,3.627679,0.564191,0.064844,127.812771,3.201482,3.997682,-0.057336,1.614956,,0.354829,-0.014128,-0.227893,,,121.512496,116.037546,,1.506192,,,,1.762877,0.365645,0.206575,,,165.403674,0.006068,-0.124454,0.975188,,,3.241876,103.11895,2.430284,,0
13399,13399,,0.174743,0.448222,6.839116,668.079204,,0.194088,,1.101902,0.653677,0.250756,0.505964,0.210927,0.254413,2990.034259,0.274995,,0.141379,0.153784,,1.147213,,,,0.663118,1.072373,,2.948164,4.743802,-0.048462,0.060704,119.576108,4.518313,0.251822,,1.435214,,0.857258,,1.716737,3.345693,,119.103544,52.969869,,2.769504,,,,3.276486,0.278868,0.232899,1.007595,0.642909,12500.549931,0.022823,,0.782127,,,8.865434,72.432987,6.218301,-3.19832,0
12744,12744,0.115998,0.511828,0.105146,2.520312,8.74483,,-0.000844,2.157037,2.247061,0.402468,0.090958,0.2038,-0.008732,0.129015,-403.161449,0.077334,3.777892,0.162041,0.051348,,,,0.005454,,,0.140623,,,3.687584,0.228319,0.110147,64.726933,4.828104,1.764961,0.027361,2.582798,,0.375123,0.009458,0.917653,,,,,,0.481345,,,,1.582468,0.54831,0.258587,,,927.647885,0.041244,-0.368119,0.899536,,,,99.994005,9.165487,,0
10806,10806,0.125181,0.487054,0.122631,2.506973,-42.360045,,0.038157,0.633417,1.733239,0.716261,0.135776,-0.244896,0.104798,-0.002461,-522.296476,0.021182,1.288301,0.146071,0.072032,,,,0.085472,,0.392261,0.76664,,,3.538846,0.135677,-0.028428,70.256928,5.224399,4.838745,,1.875622,,0.782576,,0.617291,,,111.929407,51.705004,,1.64034,,,,3.674925,0.179662,0.316828,,,341.155396,0.052865,0.429306,0.965749,,,5.563982,49.889607,5.216299,,0
12347,12347,0.08787,0.370093,0.00096,1.533593,-49.50493,,0.109492,0.83048,1.195489,0.560685,0.113435,-0.005289,0.108394,0.053844,5126.499175,0.541972,2.299254,0.024143,0.004133,56.925122,0.992836,,0.049028,0.2862,0.434157,0.077203,,0.081628,4.572774,0.485583,0.00304,132.870719,2.865461,-0.048307,0.068876,1.063372,,0.632811,0.090782,0.447197,-0.054175,,90.442341,94.558851,0.855292,1.203977,68.45287,-0.045151,0.008246,0.940717,0.261928,0.383309,0.746112,1.236677,7094.465253,0.069926,,,,18.687636,7.820122,75.144339,3.598208,4.908933,0
14146,14146,,0.765627,0.536106,-0.079071,-120.912373,,0.007997,0.346438,2.245812,0.693138,0.073652,1.251558,0.06452,0.085694,1076.020649,1.388654,1.268172,0.049351,0.046182,,1.001332,,,,0.309759,-0.401628,,,3.370951,0.443368,0.07115,,,,-0.058967,2.422693,,0.418519,0.034603,-0.178102,,,65.55049,52.200871,,0.73808,,,,1.793805,0.348887,,,,404.393046,,,0.884905,,,12.68099,20.121212,5.965895,,0
14803,14803,,0.583575,-0.049254,1.980032,134.43274,,-0.084232,-0.91886,1.50852,1.008211,0.031883,0.770118,0.181074,0.157856,3630.029088,1.155894,8.441207,-0.151538,-0.027052,,,,,,-0.008633,0.862542,,,3.021597,0.734657,0.066924,108.435737,0.372549,7.632924,-0.00147,0.954145,,0.468858,0.032784,2.777594,,,,,,5.843414,,,,1.52363,0.562429,0.042092,,,217.828965,0.053349,,0.882067,,,,68.226265,6.145361,,0
10752,10752,,0.617098,-0.003039,2.200396,1.072052,,0.07088,3.01263,1.134392,0.453854,0.102222,0.302989,0.133854,-0.002755,17672.683518,0.245355,1.797394,0.131524,0.121129,40.03212,0.883955,,,,0.638438,,,0.116623,5.037475,0.131768,-0.024316,83.743146,6.211891,-0.27695,-0.008594,1.600822,,0.373717,-0.021534,0.331332,,,188.234459,66.451178,,0.771561,24.69145,,,1.671609,0.34125,0.346244,1.204834,2.157179,3381.907545,0.028881,,0.879201,,24.763097,5.711974,141.429198,5.417605,5.463918,0
13660,13660,,0.286484,0.238419,1.530133,61.801328,,0.070062,0.502176,0.864802,0.429852,0.033435,0.349086,0.07545,0.019627,5280.193789,0.630376,2.327456,-0.013488,0.044306,,1.175432,,,,0.241293,0.515422,,0.115858,4.691752,0.34458,0.034195,46.743453,6.61444,0.771755,,1.915674,,0.648721,,0.088893,3.178159,,98.565258,59.083858,,1.968157,,0.078305,-0.064259,1.011972,0.218167,0.421538,4.469265,-0.262622,-1832.158603,-0.012276,,,,,8.309549,117.630902,6.973396,0.161157,0
10844,10844,,0.806261,0.113172,1.072485,-5.810572,,0.176305,0.924718,2.285649,0.570391,0.136624,-0.281652,0.105373,-0.073898,2070.517027,0.452378,0.977022,0.056194,0.006866,69.540604,,,,,0.318189,0.093313,,2.328097,3.395365,0.608344,-0.054879,128.065481,2.138878,2.140516,-0.123016,1.469399,,0.257804,0.034422,0.55816,,,49.830001,54.001102,,1.421378,19.093462,,,0.664592,0.495688,0.214788,9.03688,2.975731,518.854321,0.06556,,0.90479,,-83.05002,18.676693,49.364058,1.785897,-50.66919,0
15606,15606,,0.641047,0.141704,1.271769,-91.416106,,-0.063538,1.697068,1.340795,0.220611,0.112174,0.056545,0.162752,0.039109,-6974.347137,0.543032,3.479217,0.073546,-0.06387,66.850739,1.261216,,,,0.456751,0.352855,,0.27137,4.917884,0.37687,-0.10081,181.765247,3.981948,1.421161,,2.307603,,0.581212,,0.335011,2.090192,,78.272087,118.45039,,1.103479,66.958573,-0.00575,0.037185,0.497387,0.57732,0.46707,0.823108,1.15897,1350.2088,0.028792,,0.937016,,63.660157,6.046012,236.7886,5.641825,-23.770547,1
14787,14787,,0.468589,-0.01512,0.790572,35.369212,,0.13335,0.644292,1.260926,0.49193,0.087188,0.445639,0.164241,0.056926,16634.966795,0.317782,1.02623,0.035221,-0.023573,,1.455584,,,,0.234058,,,0.237042,5.106952,0.633342,-0.03627,101.182771,5.354043,1.268625,-0.005022,1.517853,,0.421042,0.035481,0.334613,,,126.154363,37.202894,,0.994106,,,,0.881321,0.302272,0.561471,1.975558,0.660631,30656.733892,0.158098,,0.947139,,,5.567077,73.966805,5.674147,-0.877802,0
11491,11491,0.116939,0.521544,0.284813,3.887559,49.587451,,0.199457,4.354197,2.333588,0.779241,0.00544,1.068378,0.071082,0.244938,2374.433466,0.022935,2.714599,0.128778,-0.022529,,,,-0.008676,,0.685539,1.074206,,,3.69439,0.269872,0.034006,73.587851,8.599964,7.856497,0.121211,1.763229,,0.590135,0.03587,0.450461,,,63.934457,47.303506,,3.206057,,,,2.993712,0.195077,0.089602,,,1790.041759,0.17726,0.213873,0.867343,,,12.599822,94.712045,12.152581,,0
11501,11501,,0.421784,0.229681,0.904742,6.221915,,0.121288,0.441879,1.142545,0.285296,0.005059,-0.135278,0.028617,0.041545,12744.869609,0.717443,2.825875,0.024241,0.039392,,1.349463,,,,0.3068,-0.098378,,-1.180989,4.838898,0.290073,0.124327,155.868073,5.021172,-0.104226,,1.691366,,0.395448,,0.802697,1.381839,,154.869901,82.554772,,0.613073,,,,1.889817,0.353478,0.408811,2.991427,2.134793,6867.225896,-0.007586,,0.993459,,,8.171921,107.967908,6.508803,30.966223,0
12942,12942,0.101461,0.369218,0.311766,2.238505,50.42183,,0.101692,0.113904,1.144118,0.473342,0.129946,0.454153,0.013676,0.136452,-4158.300119,0.115595,4.355804,0.003209,0.047011,,1.1191,,0.033187,,0.540703,0.13038,,1.016486,4.317798,0.135973,0.065291,49.939977,7.224451,0.019816,0.112479,1.764486,,0.666305,0.035501,0.133158,-0.658243,,78.374936,50.26729,,1.902621,,,,2.525239,0.273561,0.281852,0.374408,0.116589,3986.550194,0.003154,-0.166439,0.991464,,,5.939083,72.912045,8.096268,4.416522,0
11047,11047,,0.336566,0.354044,2.249289,19.445631,,0.074847,3.224716,1.405928,0.699906,0.26849,0.028859,0.024639,0.253026,5186.220088,0.58667,1.296269,0.038363,0.060077,,,,,,,0.933505,,-1.675665,3.804579,0.316912,0.047319,,2.589774,7.215188,0.241292,1.390418,,0.789311,0.057168,0.27903,,,117.043955,77.518125,,1.838129,,,,1.371027,0.274203,,-3.435418,3.640613,1544.754674,,,0.876818,,,7.422469,91.641017,3.672908,40.629529,0
10941,10941,,0.284138,0.439469,0.882001,89.44831,,0.026548,4.059504,1.265999,0.396321,0.153727,0.095807,0.134656,0.131411,-1847.707656,1.125228,7.31857,0.045635,-0.017287,,,,,,0.74581,0.714023,,1.928651,4.239999,0.10406,0.033065,89.191414,6.909538,2.621889,0.010607,0.783298,,0.685611,0.063942,1.413446,-0.601,,84.696507,54.57266,,2.226578,,,,2.68793,0.361016,0.094872,1.693835,3.773911,5835.913256,0.038305,,0.895853,,,4.377661,84.340634,5.812992,8.131627,0
11017,11017,0.125274,0.434,0.107824,3.158338,-35.58334,,0.021684,1.002672,0.963751,0.434679,-0.00176,0.532404,0.061092,0.006099,5282.355415,0.733452,1.617053,0.131024,0.081151,,0.87474,,-0.008361,,0.6745,0.582023,,2.839404,4.322188,0.207958,0.090774,93.702421,4.980154,0.989113,0.051927,1.132699,,0.489035,0.069754,0.385146,-0.056873,,77.198475,42.690837,,2.006317,,0.012199,-0.030786,0.807231,0.461439,0.149672,2.341152,-0.188898,2052.546356,0.079255,0.252176,0.894816,,,4.171771,79.758087,6.174933,4.886268,0
10251,10251,,0.304196,0.37488,3.016478,-74.577872,,0.10721,3.851557,1.199994,0.720827,0.069058,0.124241,0.041577,0.030068,4836.654192,0.170744,5.763149,0.131091,0.082191,,0.930368,,,,0.378374,,,0.934403,5.176243,0.012658,0.068075,93.936559,5.366201,0.377173,0.161433,0.850729,,0.592551,0.026393,1.355387,,,112.660242,60.353765,,2.972702,,,,2.479526,0.247658,0.339125,1.012036,2.756668,42014.010969,0.024202,,0.899554,,,4.593634,66.887929,5.832713,1.146567,0
12966,12966,,0.282405,0.034286,1.295492,68.088142,,0.001922,1.396833,1.758447,0.611771,0.184117,-0.192301,0.06527,0.21159,-1597.296437,0.444746,3.780261,0.114529,0.022507,,,,,,0.164151,0.346803,,,3.390107,0.187488,0.056134,137.910809,3.556249,8.657037,-0.069784,2.233049,,0.40557,-0.033755,-0.329606,,,85.701179,38.836503,,2.946257,,,,1.041481,0.560261,0.271148,,,898.867814,0.088752,,0.979709,,,8.421537,103.390146,11.620032,,0
15570,15570,0.02967,0.693414,0.030192,0.686288,-123.760837,,0.049161,0.412432,0.959808,0.659062,0.035093,0.742049,0.029754,0.1231,6160.497274,0.61756,1.346515,0.09676,-0.020704,,,,0.054584,,0.05839,0.447881,,,3.588113,0.534378,-0.001528,136.020978,6.990802,5.371803,-0.047902,0.887347,,0.754396,-0.085225,0.202624,,,57.072295,103.916775,,2.799906,,,,1.091599,0.299023,0.337387,,,1314.082662,0.105253,0.179329,0.9801,,,6.276826,84.004374,9.117655,,1
11625,11625,,0.582865,0.269255,1.361007,280.408357,,0.045082,0.148269,1.292892,0.656118,0.024769,0.679561,0.082635,0.019876,4540.94931,0.109477,3.394153,0.179853,0.016634,,,,,,,0.058874,,5.418067,3.858417,0.332478,0.052266,,3.362471,3.249026,0.209798,1.869367,,0.582664,0.028381,0.083422,,,143.959136,61.311113,,1.083304,,,,2.048555,0.579968,,2.286784,2.203232,2636.955462,,,0.892421,,,9.420356,50.524805,8.385308,13.518716,0
13246,13246,0.101402,0.554143,0.388158,0.921571,5.512396,,0.104458,3.90309,1.541897,0.37521,0.010126,0.915063,0.109901,0.149125,-951.248844,1.488572,4.813158,0.030144,-0.011518,,1.041442,,0.055705,,,0.969,,13.057668,3.653088,0.171335,0.135326,128.506357,6.851959,6.399872,-0.032921,2.213593,,0.714437,0.122052,0.735474,,,96.430816,118.497126,,1.812789,,,,4.577176,0.387067,0.091877,-4.750585,3.968912,1745.948537,0.198452,-0.069164,0.970899,,,5.236623,30.788996,10.287287,23.148625,0
10285,10285,,0.374746,0.164505,1.662508,,,0.025734,2.449133,0.815226,0.477652,0.078309,0.599078,0.034265,0.124788,9113.924825,0.944914,4.759381,0.107447,0.033183,,,,,,0.353216,0.402233,,-20.752365,5.756433,0.086998,0.229811,,2.309539,0.081975,,1.263411,,0.54482,,0.68824,4.807498,,114.778743,,,1.312496,,-0.051073,0.087346,2.131156,0.324656,2.301984,6.569256,9.293164,67829.597271,,,0.913712,,,,136.262436,6.001527,-66.78541,0
10016,10016,,0.310167,0.271106,5.202703,11.473612,,0.265615,3.36276,2.094885,0.453558,0.099776,0.314208,0.158687,0.159413,1709.637393,0.603101,2.136186,0.21173,0.00196,,,,,,0.173302,0.619813,,,3.479126,0.146535,-0.029616,29.241905,4.51359,8.217484,0.059836,1.850203,,0.674216,-0.013175,-0.220896,,,126.76995,40.816113,,2.944111,,,,2.297819,0.401021,0.299688,,,709.784624,0.081153,,0.822051,,,8.577634,45.740832,7.904543,,0
11855,11855,0.052939,0.467775,0.086072,0.891101,48.881336,,0.102867,2.038972,0.912318,0.482578,0.040997,0.245735,0.080914,0.115617,-3598.887343,0.312203,2.926061,0.030842,0.039855,59.063048,,,-0.027627,,0.49073,0.427008,,1.220299,4.52861,0.286957,0.033987,63.328991,5.055834,0.424397,0.008981,1.737636,,0.47468,0.021522,-0.054049,,,77.692691,65.988945,0.199914,1.309909,71.115484,,,0.780715,0.404418,0.36297,0.675508,0.623778,4038.721228,0.079407,0.30072,,,10.935757,4.366614,146.538037,5.102791,11.604735,0
13591,13591,,0.638269,0.479515,3.546638,-35.542385,,0.128757,7.467192,1.846075,0.591054,0.29686,-0.744331,0.115538,0.256569,5832.146206,1.415375,0.188519,-0.04486,-0.024854,,,,,,0.333873,1.024899,,,3.298469,0.36127,0.134895,58.624148,8.744302,2.67603,0.01396,1.474465,,0.601264,0.1537,2.382207,,,61.381971,46.075763,,4.256805,,,,1.103918,0.494165,0.245169,,,1263.215722,0.02828,,0.974984,,,7.488733,130.013544,8.484324,,0
12201,12201,,0.531123,0.50186,1.088886,57.237793,,0.041856,-0.356811,2.627062,0.345942,0.215116,0.435858,0.065568,0.194926,2466.304091,0.231307,3.213786,0.228019,-0.016824,,,,,,0.469916,-0.02075,,,3.422841,0.275276,0.004907,90.652402,7.726775,4.640629,0.029946,2.42854,,0.429001,0.083301,0.810166,,,76.297649,78.742027,,0.711205,,,,0.995484,0.279317,0.134387,,,1121.956057,0.137509,,0.959861,,,6.692874,112.642289,5.68318,,0
13470,13470,,0.423646,0.204493,2.548424,-50.758641,,0.133971,4.860822,0.94495,0.333605,0.056019,0.802928,0.142624,0.029023,6119.011711,-0.212591,0.783044,-0.000198,0.093269,,,,,,0.267917,-0.134953,,3.249991,3.911879,0.376425,0.051831,155.687055,8.535089,3.159947,0.099393,1.174563,,0.630214,0.070704,0.654495,,,156.190723,24.452498,,0.974336,,,,0.346868,0.190843,0.287252,1.160104,-0.825481,1730.057836,0.054155,,,,,7.829757,135.887075,7.051525,4.388627,0
10856,10856,,0.590655,0.287812,3.088813,54.610063,,0.180939,0.504126,1.35859,0.457818,0.06691,0.588625,0.089813,0.096045,5113.410721,0.742881,5.470761,0.057403,0.062088,,,,,,0.385839,1.034217,,,3.51794,0.302182,0.018942,101.567059,6.474144,0.695797,,1.848432,,0.604093,,0.566613,,,147.101806,81.751256,,1.334606,,,,1.040545,0.375608,0.171347,,,462.132918,0.084818,,0.932758,,,6.114387,70.666782,9.430096,,0
11227,11227,-0.053365,0.399513,0.21633,1.303894,81.68497,,0.12931,0.591907,1.367492,0.726955,0.183662,0.549308,0.054102,-0.017463,8779.836296,0.304114,2.466897,0.150611,0.042883,,,,0.034044,,0.432466,0.63605,,,3.534159,0.158715,0.013264,121.774688,2.176157,7.435483,-0.008185,2.130589,,0.562479,-0.043903,0.370136,,,138.617191,63.105915,,2.790433,,,,1.011728,0.240906,0.114412,,,1133.349454,0.011344,0.185251,0.9413,,,4.508457,127.709393,3.031181,,0
11585,11585,,0.41972,0.265388,1.198124,68.338881,,0.013435,2.113845,1.265362,0.556125,0.083711,0.666351,0.021717,0.004634,-8184.452531,0.104628,5.118712,0.02612,0.068632,23.315679,1.331122,,,,0.319339,,,-0.339952,5.107363,0.042323,-0.004517,151.484479,4.345429,0.60721,0.118124,1.463741,,0.463865,0.023742,0.393024,0.172163,,143.971187,75.738315,,2.182173,91.433196,,,2.402085,0.225714,0.335956,1.463488,1.040715,12414.808932,0.074599,,0.861824,,6.742135,9.453859,92.223606,5.505171,3.380854,0
13132,13132,0.091658,0.457595,0.057132,1.612171,2.899535,,0.06483,3.034533,0.964025,0.696542,0.113167,0.355045,0.031864,0.012481,2946.909536,0.29867,1.996247,0.116025,-0.002625,38.129222,1.400006,,0.053767,0.355253,0.68816,0.174935,,-0.063864,4.492529,0.114437,0.016598,79.272517,5.115469,-0.049026,0.115428,1.397164,,0.529076,0.101011,-0.139655,0.154785,,129.500582,53.393144,-0.869181,0.949418,78.234567,0.065544,0.050796,0.730613,0.419682,0.231926,2.063167,2.572376,4075.502643,0.01985,,,,7.516097,9.921648,100.913026,7.881843,2.122254,0
14328,14328,0.005732,0.335567,0.153579,0.952945,18.152815,,0.035953,2.165032,1.104206,0.436957,0.10546,-0.055378,0.118584,-0.004938,2920.442196,0.128357,1.523204,0.030565,0.071972,,1.436454,,0.007335,0.220852,0.455439,0.315264,,-2.605011,4.639845,0.583651,-0.007148,116.866938,7.321406,-0.176597,,2.499794,,0.669328,,0.562195,-1.548499,,133.464572,78.722307,,0.500485,,0.041811,0.04839,1.395744,0.483929,0.257806,1.941487,4.433494,2905.644787,-0.0039,,0.958575,,,5.319909,85.272889,7.459164,34.028092,0
11923,11923,0.068232,0.394466,0.148224,0.517995,-140.038939,,-0.212964,2.759442,1.166924,0.12447,0.06926,-0.32006,-0.527419,0.091461,-1614.328517,-0.166461,3.457715,-0.026142,-0.074244,35.246438,,0.115929,-0.142125,,-0.048703,-0.042112,,-2.031468,4.31129,0.786225,0.157748,61.686114,4.308726,-0.089807,0.037515,1.949463,,0.658257,-0.476563,0.477279,-0.379909,-0.295959,261.302087,142.20218,61.359628,1.377165,14.879463,-0.204296,0.170318,0.423955,0.653833,0.39288,,2.683777,90.534145,-0.319216,,0.921137,,-136.133653,5.358321,366.504472,2.818949,2.321705,0
11668,11668,,0.528088,0.396829,1.017471,-238.660789,,0.171709,1.245804,2.03473,0.448247,0.050576,-0.015542,0.033045,-0.022843,15394.078628,0.2081,1.238115,0.030711,0.069365,,,,,,0.487786,0.114843,,-2.225167,4.027417,0.336673,0.085054,131.43128,6.433598,3.322884,0.104286,1.302732,,0.563379,0.01172,0.178838,,,148.763118,46.923413,,1.619119,,,,1.581833,0.529805,0.150973,2.207728,3.511429,3854.43758,-0.006831,,0.885524,,,3.414269,94.267588,3.102563,-31.355017,0
14372,14372,,0.409956,0.231183,1.409558,81.55877,,0.082041,4.100537,1.189331,0.434599,0.042975,0.454567,0.127558,0.010797,-5944.437366,0.344759,4.112682,0.100626,0.033028,44.657207,0.99281,,,,0.326538,,,-0.084767,5.079834,0.186446,0.055665,112.631845,2.917675,1.682489,0.049491,0.792777,,0.52025,0.074336,1.039005,-0.537409,,99.644711,78.956404,,1.196956,93.438418,,,2.050693,0.23705,0.447766,1.429891,1.412447,37680.717892,0.025344,,0.95517,,25.840134,6.229886,46.014496,6.179006,9.543575,0
14524,14524,,0.550926,0.658594,2.484932,73.497022,,0.13996,2.877848,2.768884,0.693373,-0.033532,1.270842,-0.010378,0.068982,-10669.775489,0.307508,-0.264135,-0.055062,0.039057,,,,,,0.313702,0.462713,,,2.739525,0.624815,-0.118458,,,,,2.849716,,0.363968,,2.619886,,,171.668596,20.194144,,5.036017,,,,5.868779,0.587557,,,,244.953495,,,0.928071,,,9.687454,-19.502146,12.464769,,0
11003,11003,0.019139,0.657848,0.337526,2.088802,37.30255,,0.063872,1.318145,1.505538,0.396279,0.146514,-0.115428,-0.027101,0.008528,25071.806491,-0.065152,1.285364,-0.082447,0.02377,25.755004,1.13326,,0.028027,,0.431923,0.17058,,1.669787,4.473378,-0.115525,-0.011134,163.980652,3.557327,2.988262,0.130729,1.062259,,0.612497,0.014222,0.250374,-3.628595,,150.590678,111.653049,-0.903866,1.607105,37.651413,-0.100462,0.07822,1.290138,0.437848,0.235542,1.568055,1.111991,10402.198651,0.041676,,,,-2.253821,8.762467,76.057283,5.705431,2.205223,0
10619,10619,0.021779,0.557341,0.103956,2.137203,-21.095076,,0.032847,0.883728,1.000748,0.508236,-0.002439,0.641998,0.091185,0.07327,4950.814125,0.030661,3.291746,0.120985,0.097304,57.607343,1.045786,,0.05744,,0.391836,0.315467,,0.733772,4.41835,0.263801,0.104017,98.244299,4.175404,1.065124,0.02554,1.211995,,0.757879,0.02442,0.128612,0.404244,,138.41222,75.068296,-0.085118,0.930524,53.065358,-0.042494,0.048261,0.663788,0.306902,0.170304,1.745633,2.229539,11766.344246,0.107551,,,,19.89113,3.730301,64.196202,4.791906,0.575928,0
13684,13684,0.148741,0.313441,0.071001,2.058956,-405.147247,,0.194585,1.446822,1.8916,0.452544,0.073006,0.700044,0.142276,0.056706,-1280.78039,0.697407,1.800186,0.133962,0.118524,,,,0.066501,,,0.515561,,-0.226216,3.91909,0.072298,0.071343,124.044371,8.808113,7.156532,0.061535,1.251839,,0.569158,0.15063,0.489457,,,107.778314,32.124771,,1.411285,,,,3.177763,0.187725,0.162584,-0.80416,-0.75046,2667.860513,0.046761,0.446317,0.952677,,,7.581237,60.289346,7.998817,33.199268,0
11008,11008,,0.582085,0.296383,2.85599,60.309084,,0.048943,2.710159,0.916666,0.670381,0.068639,0.56602,0.062567,0.058517,5943.18665,0.785675,1.835087,0.115057,0.097848,,,,,,0.555487,0.383483,,-2.365566,3.914134,0.426368,0.080919,81.335679,3.559021,3.514121,0.038999,1.270022,,0.605742,0.045055,0.89581,,,75.033911,73.820121,,2.189747,,,,2.060957,0.497142,0.129803,-1.404194,4.489537,1471.208692,-0.035505,,0.910906,,,3.450764,122.637817,6.488057,1.555341,0
14497,14497,,0.652566,0.284838,3.401583,-64.817044,,0.028139,3.109915,1.25239,0.459768,0.130844,0.420131,0.10088,-0.007255,2184.467264,0.55274,2.546563,0.053294,0.079306,,,,,,0.460752,0.335242,,1.23291,4.03963,0.567948,0.09076,98.127618,4.538252,2.383735,0.095864,0.967507,,0.677215,-0.026451,1.368277,,,118.969283,51.492157,,1.386581,,,,2.054039,0.168633,0.317983,1.653081,-0.047059,4574.115637,0.109867,,,,,5.245709,68.7974,4.437383,-2.909762,0
13621,13621,,0.444865,0.186008,0.849181,-51.807788,,0.009674,3.79908,0.985731,0.527267,-0.008623,-0.141643,0.037394,0.08853,7251.804037,0.906222,2.796921,0.0918,0.089869,,0.886803,,,,0.6226,0.13913,,0.036277,4.951931,0.291604,-0.018028,107.701582,2.896849,1.621051,0.014686,1.319361,,0.538508,0.044249,0.373984,0.221183,,119.43482,58.008038,,1.489728,,,,1.822336,0.373881,0.347122,1.901393,0.875758,28071.818729,0.066503,,1.007911,,,8.604035,138.439427,2.5572,1.271605,0
11749,11749,0.063815,0.30444,0.385729,2.450315,-38.798876,,0.252552,3.163922,2.195346,0.71257,0.071301,0.170142,0.132565,0.193333,1284.454228,0.038775,4.396007,0.255064,0.071919,,1.225606,,0.04316,,,0.463276,,-1.364008,3.677122,0.270846,0.122498,,9.61905,9.450388,0.134344,1.844147,,0.643574,0.077355,1.206965,,,87.615118,45.942293,,3.783878,,,,4.092687,0.360282,,9.795433,2.040487,1271.951429,,0.032599,0.965601,,,4.844568,66.182819,6.380842,21.163737,0
12136,12136,,0.693636,0.203498,1.700922,4039.80581,,0.147181,4.165036,2.216375,0.619231,0.247596,0.868457,0.044701,0.170168,11385.641335,2.479793,1.294212,-0.11337,0.006156,,,,,,0.292627,0.425646,,,3.236103,0.225473,0.071281,,,,0.275115,4.040561,,0.363748,0.07957,1.14696,,,,,,0.758352,,,,2.523781,,,,,115.537902,,,0.902464,,,,86.205352,3.579713,,0
15906,15906,,0.492333,0.029494,0.976966,61.808295,,-0.021192,0.288023,0.919791,0.446386,0.026248,0.733222,0.090803,0.063322,10318.266404,0.388172,5.079595,0.005873,0.08559,25.309659,1.001462,,,,0.51064,,,0.616102,5.050978,0.5107,0.141267,109.221522,6.201082,2.159585,0.093797,1.105895,,0.628613,0.07055,-0.072073,,,172.510129,60.945098,,1.757848,102.961707,,,1.917644,0.182307,0.380854,0.541189,1.403204,29440.7895,0.018944,,0.889651,,5.49322,6.797911,76.10641,6.460451,2.718224,1
