LINK_COL,Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
C10002,C10002,0.024415,0.452592,0.214405,1.711082,-6.225897,,0.041904,1.783726,1.069752,0.387245,0.119832,0.034438,0.028782,-0.004684,1363.751718,0.316402,2.031758,0.015591,0.081655,61.151132,,,0.023133,,0.461207,0.09997,,2.361536,3.999681,0.383625,0.048573,92.447013,3.458255,3.268945,0.051095,1.506635,,0.579731,0.06488,0.255065,0.604476,,122.063253,96.623699,0.379054,1.262104,50.170362,-0.01389,-0.023023,1.583387,0.276371,0.208528,4.068192,4.785067,2155.070676,0.054006,0.17945,0.947204,,9.938154,5.067383,85.313675,6.511539,-3.995023,0
C13254,C13254,0.026787,0.564973,0.065005,0.584896,-1.553583,,-0.001147,0.267473,1.958269,0.514123,0.054482,0.220995,0.026492,0.088662,-10136.29381,0.131423,2.490596,-0.02164,0.017836,36.130237,1.577462,,0.009126,,0.221162,0.084856,,-2.693896,3.354944,0.353085,0.020218,174.251542,2.976907,2.947544,-0.034341,1.511708,,0.308764,0.031907,0.517756,,,130.812968,87.254126,1.226761,1.182426,20.339021,,,0.597445,0.404395,0.218004,1.73489,3.482712,-171.531973,-0.040793,0.829761,0.941072,,-6.384483,7.466646,71.003655,4.239386,48.062404,0
C14653,C14653,0.0649,0.417737,0.167968,2.022632,-14.467441,,0.07447,0.303636,1.08581,0.509186,0.044685,0.24034,0.127775,0.020399,2244.828061,0.362965,3.406148,-0.020146,0.004436,44.171069,1.181014,,-0.008063,0.011116,0.401869,0.136978,,0.379169,4.830874,0.519023,0.032121,96.569898,4.029114,1.096171,0.110932,2.143737,,0.529299,0.035039,0.344199,0.279954,,115.387768,43.558425,0.425582,0.715057,22.655316,-0.025982,0.019008,0.575789,0.311032,0.279248,0.574829,1.421845,9107.981045,0.018981,0.105351,0.901025,,20.189075,7.321825,59.561382,5.995332,2.908875,0
C13020,C13020,0.049174,0.475167,-0.003884,1.471471,-17.171617,,-0.019604,0.912522,2.16745,0.410184,-0.045023,0.192173,0.020059,0.003895,19544.41006,0.17294,2.022863,0.005881,-0.017975,60.466536,,-0.017846,-0.005995,,-0.063877,0.218179,2.267983,-5.127799,3.914581,0.330166,0.056479,122.449956,2.824702,2.347884,-0.036504,1.68812,,0.572265,-0.016526,-0.007681,-0.260044,-0.024825,80.017062,42.357987,-1.759464,0.978778,32.272186,-0.019379,-0.00047,0.847929,0.546548,0.342653,-0.483832,6.599058,-121.735592,0.055314,0.070836,0.953286,,15.806566,11.445297,150.45727,4.314651,54.746802,0
C10681,C10681,0.074335,0.350397,0.525246,2.209777,13.716476,,0.104421,3.630018,1.105583,0.785755,0.056154,0.127253,0.06592,0.08474,331.465742,0.599672,2.152386,0.068174,0.137305,64.08916,1.020392,0.055393,0.01706,,0.657964,0.712304,24.108387,2.342591,4.132472,0.090554,0.131219,46.179241,8.215758,0.706398,0.152582,1.433694,,0.794995,0.102949,0.627629,0.215834,0.023953,106.560122,64.416132,0.349231,1.710733,64.365769,0.078295,0.048641,1.879949,0.192326,0.191538,-1.013883,4.363548,3198.891397,0.068792,0.008554,0.982005,,13.603822,6.96922,48.368068,7.558315,9.423882,0
C13843,C13843,0.058088,0.182235,0.50317,2.097246,23.470467,,0.084674,4.061959,0.973099,0.794613,0.035822,0.452382,0.107439,0.05034,2368.172409,0.204226,5.030217,0.112353,0.071093,15.364686,3.468952,0.092657,0.000988,0.312095,0.778464,0.200337,,3.957851,3.976963,0.090372,0.014421,41.960324,7.855469,-0.771813,0.01628,2.128793,,0.696772,0.031821,0.318113,-0.003294,0.016157,151.025386,67.354947,-0.028408,1.389145,60.884811,0.086913,-0.002396,1.754348,0.212903,0.159667,1.831138,9.23564,4593.014736,0.070195,0.108308,1.002813,,-5.846304,7.402244,48.046373,10.739846,47.551396,0
C11112,C11112,0.076665,0.610759,0.085657,1.815447,11.71204,,-0.049995,0.726579,0.960754,0.434348,0.060815,-0.039812,0.030557,0.119301,-1439.068537,-0.044332,1.280398,0.099798,0.034866,21.749058,,0.139149,0.021646,0.315947,0.29126,0.24894,,1.200125,4.189284,0.587418,0.074091,183.582614,4.026282,0.124716,0.081051,2.019934,,0.262986,0.031244,0.471821,0.152883,0.03411,69.866002,89.10921,0.507148,0.923275,25.65004,0.068649,0.012095,1.055014,0.327489,0.393051,1.849075,1.116151,569.146335,-0.094005,-0.058211,1.08012,,-1.197295,4.987105,108.576524,3.518639,12.870497,0
C14285,C14285,0.022059,0.736264,0.155409,1.659706,24.500492,,-0.026254,0.464827,0.957133,0.372815,0.098187,0.022006,0.13865,0.046293,4002.380499,0.143427,1.550151,0.063239,0.025813,37.706215,0.835397,,-0.039398,0.127654,0.359949,0.291566,,1.203321,3.655512,0.719679,0.025407,84.658119,6.516259,2.033507,0.101869,0.872083,,0.485028,0.067028,0.177064,-0.212869,,92.760252,58.12726,5.603722,1.52142,68.377519,-0.005655,0.046836,1.281388,0.341369,0.196316,0.953829,0.683385,284.659583,-0.069285,0.139976,1.000713,,-18.409701,3.829715,105.710593,2.683177,2.256171,0
C11460,C11460,0.051961,0.246345,0.532176,2.007174,45.784666,,0.131716,0.514645,2.9517,0.43934,0.307984,1.290365,0.156782,0.21813,1715.810459,-0.221378,1.646755,0.165668,0.140581,,1.379404,,0.093773,0.29512,0.416917,-0.342235,,-2.035872,3.009152,-0.034521,0.10173,24.473589,5.789173,8.82312,0.414242,2.669524,,0.59617,0.062168,-0.374953,,,110.596492,54.288616,,4.200345,,,,1.577863,0.237484,0.117959,31.488026,35.615139,600.460986,0.008012,0.47773,0.92364,,,6.86596,20.624382,9.687281,75.632802,0
C13263,C13263,0.181806,0.218151,0.309987,3.55844,101.009469,,0.2146,2.102688,0.969637,0.702497,0.249335,-0.053326,0.138229,0.157034,2015.803063,1.306469,7.777467,0.142123,0.1826,,1.230916,,0.031833,0.567159,0.447761,0.801693,,1.059032,4.73804,0.698669,0.087414,117.079813,7.618166,2.365662,0.085676,0.988046,,0.635374,0.093303,-0.39118,0.09518,,117.470001,80.025137,,1.350308,,0.005431,0.029365,3.376452,0.225485,0.139751,1.173158,1.448314,16873.50792,0.222916,0.1575,0.7767,,,5.22694,37.391067,4.475314,1.723924,0
C10435,C10435,0.105404,0.187883,0.216374,1.737096,98.621521,,0.097656,2.186849,1.281825,0.623376,0.102977,0.321128,0.03553,0.145439,166.713658,1.06205,3.513298,0.149152,0.101554,,0.974533,,0.096102,,0.671133,0.565589,,7.502251,3.495833,0.269139,0.050805,38.899707,5.348588,3.773207,0.054487,1.75626,,0.740704,0.033139,2.247634,,,38.98322,60.388765,,0.537507,,,,3.746077,0.110202,0.141272,7.185312,-0.587795,356.763557,0.024315,0.136485,1.005002,,,7.15978,24.931817,7.444507,17.199583,0
C15108,C15108,,0.7571,0.450485,1.965932,-33.526626,,-0.061142,2.947743,1.679082,0.670702,0.186197,0.022704,0.022409,-0.125961,-2862.283823,0.485566,2.770548,-0.133122,0.055675,,,,,,0.435651,0.072075,,,2.672703,0.605874,0.095387,140.521352,3.759036,3.902504,0.051871,1.217056,,0.626839,0.01995,-0.049141,-0.123002,,147.780289,115.691365,,1.743945,,0.006722,0.014908,1.888348,0.722957,0.59488,,,-3.856014,0.090453,,0.922562,,,6.855623,173.749723,7.14843,,0
C11393,C11393,0.088531,0.539553,0.418681,1.813851,-20.414289,,0.059579,1.319977,1.969889,0.678023,0.130441,0.308493,0.062121,0.190057,2765.692595,0.362133,3.882643,0.139626,0.064383,57.537137,1.199962,0.03188,0.016047,,,0.717505,-45.720088,3.437099,3.797609,0.167751,0.069719,90.426686,8.724706,4.398968,0.158765,1.849541,,0.400202,0.013138,0.740225,0.173758,0.091523,137.205259,47.135652,-62.31833,2.095489,58.137645,-0.004795,0.049389,2.697612,0.466711,0.170535,6.320104,3.192723,2699.170144,0.076743,0.257499,0.958584,,398.338421,5.121167,89.834459,6.534471,25.277289,0
C12708,C12708,,0.447309,0.064078,1.090145,-1750.765162,,0.025464,1.556913,0.781961,0.537221,0.047613,0.339125,0.095928,-0.004388,16395.97834,0.356735,2.892887,0.080028,-0.021482,50.749732,,,,0.349904,0.454055,-0.028532,,0.17087,5.646396,0.434621,-0.122049,104.356464,3.72753,1.277131,0.093846,1.337514,,0.519528,0.103941,-0.00296,0.906321,,180.06538,,,0.701321,71.690482,0.042999,0.010302,0.667977,0.300796,0.510708,0.96713,1.028951,20508.67567,0.199146,,0.860603,,7.04549,,101.006658,4.451759,0.603467,0
C14927,C14927,0.177884,0.575241,0.520419,2.41107,-31.575483,,0.127764,2.140063,1.406321,0.635835,0.165075,0.394101,0.124661,0.202752,5076.816529,0.733569,3.147993,0.040034,0.123238,88.824074,1.321214,,0.113215,0.250682,0.4972,0.383468,,2.615593,3.80848,0.165558,0.012082,94.932742,7.802002,4.667836,-0.01206,1.455192,,0.782588,0.101092,0.073431,-0.134921,,140.388034,51.464564,0.283175,1.901061,97.211288,0.13243,0.064821,2.832412,0.363298,0.295358,1.567826,4.33165,1995.849091,0.040041,0.296351,0.873116,,5.681906,8.922059,88.466007,6.278458,3.284144,0
C13432,C13432,0.125651,0.503145,0.158851,0.960653,-3.348107,,0.018456,3.571151,1.416516,0.647348,0.139706,0.55716,0.201013,0.122724,3960.875833,0.335616,3.842185,0.055163,0.174166,70.200833,1.051249,0.053856,0.039564,0.146356,0.51241,0.450152,,0.027113,6.28633,1.105955,0.179258,59.947259,3.244991,2.210062,0.339021,0.85568,,0.785845,0.088212,0.329739,0.272547,0.08191,239.102498,-2.585483,2.208252,1.13677,60.378404,0.023489,0.024201,1.450374,0.274807,0.525355,1.123466,1.064704,9437.214974,0.034218,,0.921466,,23.051968,8.180923,26.075431,5.974756,2.459429,0
C12578,C12578,0.062344,0.409494,0.206882,3.547098,-23.453298,,0.014124,4.30242,1.118968,0.581029,0.199773,0.226374,0.139817,0.192183,853.768302,0.818718,3.857352,0.110566,-0.021301,44.689524,1.214845,,0.014216,0.426652,0.607264,0.909254,,-0.112279,4.811638,0.361297,0.069956,76.500647,6.289194,1.113008,0.040271,1.120044,,0.612237,0.096836,0.174901,0.078838,,139.118795,46.63667,-0.272015,2.001508,58.558595,0.0354,-0.023386,0.239521,0.370305,0.293087,1.95871,2.459282,14426.94703,0.103663,0.126574,0.993789,,9.271608,6.424833,77.605967,10.273369,-6.158305,0
C13483,C13483,0.075551,0.37085,0.204614,1.224978,-15.333247,,0.123388,1.479105,1.042279,0.484315,0.058843,0.027403,0.109988,0.00365,2863.861817,0.579073,2.629042,0.145052,0.04473,,,,0.056755,,0.145055,0.045497,,-0.144764,3.974625,0.509022,0.142801,111.624899,3.293562,1.530899,0.025627,2.21445,,0.535286,0.081037,0.222427,-0.2823,,94.064893,89.284215,,1.046818,,-0.038133,0.063564,0.62165,0.545449,0.294159,0.77755,2.151316,2583.928359,0.152417,0.037218,0.982439,,,5.282312,101.270696,4.750726,5.398991,0
C10648,C10648,0.095279,0.260725,0.257483,1.796882,-23.627978,,0.040476,2.321624,1.164972,0.75499,0.056967,0.518263,0.170089,0.117136,2754.508367,0.595642,7.253071,0.104868,0.085527,48.362413,1.05443,,0.065325,0.188871,0.363686,0.55659,,0.314603,5.003294,0.483272,0.016814,107.871576,6.312787,1.925985,0.028218,0.850207,,0.640486,0.023296,0.884827,0.240002,,173.173503,63.250558,0.536386,2.361007,44.913918,0.046336,-0.023481,2.943437,0.207622,0.187764,1.307324,1.151683,17205.26953,0.112053,0.191125,0.93329,,5.406835,5.740357,84.239492,2.851423,3.508431,0
C15240,C15240,0.126608,0.313785,0.310095,2.859098,153.573519,,0.202958,1.08352,1.545177,0.650285,0.177516,0.153419,0.193047,0.094204,-69.722,0.716552,1.982689,0.105642,0.012793,76.610151,1.321602,,0.03801,,0.608874,0.088345,,0.937678,5.108649,0.30455,0.071083,86.005815,6.126497,0.837097,0.116046,1.204599,,0.66036,0.096462,0.080148,0.241524,,164.660474,91.563272,0.753739,1.392293,42.108202,,,2.477273,0.194868,0.217844,1.173622,1.614659,35493.13749,0.245448,0.19161,0.800929,,7.93633,4.359563,73.939786,7.606789,5.271059,0
C12803,C12803,,0.746206,0.042996,1.636298,-58.384856,,0.130333,0.564996,2.146904,0.303289,0.03509,0.251629,0.076657,-0.036212,4726.453385,0.321164,2.008662,0.125482,0.013376,40.188092,,0.149138,,0.164186,,0.228069,-2.567261,3.266249,3.994913,0.351165,0.06897,75.527308,3.839367,2.378885,0.081169,1.850305,,0.364528,-0.01167,0.178346,-0.006441,0.002353,186.162407,75.612411,,0.701341,86.988782,-0.010235,-0.003617,0.836968,0.393497,0.358667,0.410551,-0.502155,3499.12912,-0.014222,,0.977264,,5.475195,6.740717,75.598564,5.608085,17.618938,0
C10008,C10008,0.085553,0.389386,0.219727,2.62577,-19.731527,,0.15568,2.056928,0.966351,0.575709,0.051857,0.937436,0.188828,0.139636,2900.061006,0.560678,6.447631,0.151002,0.043889,77.142513,1.112169,,0.025329,0.244426,0.58646,0.296438,,0.592048,5.081666,0.505077,0.029011,124.477693,6.045273,-0.392589,0.064721,1.17554,,0.71053,0.101615,0.264903,0.016598,,161.507398,62.932568,1.912109,0.608219,35.527288,,,1.415615,0.197294,0.20448,1.014879,1.333595,23741.46331,0.037839,,0.948851,,-2.986896,4.888324,122.519553,2.965309,3.232145,0
C14213,C14213,0.064999,0.423562,0.297849,3.726384,0.283287,,-0.008015,3.490283,1.36257,0.520786,0.160945,0.784678,0.093916,0.023663,3068.616554,0.934559,3.866742,0.158408,0.021223,51.061422,1.31556,,0.070057,0.419023,0.675004,0.32491,,0.093814,4.505221,0.084326,0.072673,62.213586,4.698134,0.91885,0.196052,1.953111,,0.825014,0.03441,1.041501,0.314281,,143.193632,30.652673,1.729373,0.426531,76.921281,-0.000261,0.032819,2.321357,0.197713,0.288838,1.240969,1.6109,7003.525611,0.121192,0.220959,0.93986,,7.840331,12.374075,99.186696,8.73188,13.135362,0
C15896,C15896,-0.074943,0.426073,0.148019,2.090064,-44.548924,,0.131347,1.166308,3.003416,0.422731,0.080557,0.302586,0.039701,0.105978,3644.094426,0.280532,2.942127,0.012275,0.036717,,,,-0.04684,,0.491702,0.265166,,,2.789792,0.134893,-0.019315,52.800741,4.175794,4.57252,0.168744,2.556198,,0.502165,-0.055021,0.467692,-0.202616,,76.937356,29.421434,,1.16182,,-0.052923,-0.041479,1.578373,0.50252,0.253927,,,12.906612,0.061263,-0.639618,0.952096,,,8.159055,102.347979,3.920905,,1
C15590,C15590,0.205796,1.105555,-0.163446,4.56037,132.767721,,0.189617,0.922013,4.171925,0.425652,-0.016367,1.006457,-0.064208,0.014391,-2555.365064,0.183789,0.385279,0.177408,-0.014964,,,,0.01122,,0.170566,1.170867,,,2.169995,0.248983,-0.056205,,,,-0.358011,6.514074,,0.543279,0.064258,-0.036097,,,29.976313,42.136447,,2.912426,,,,2.834415,0.618656,,,,55.013963,,0.325178,,,,5.959196,101.644763,3.796623,,1
C10849,C10849,0.046815,0.349008,0.381174,3.469361,45.266496,,0.05563,1.525922,1.099648,0.612385,0.131005,0.601011,0.116505,0.093162,706.0967,0.276779,4.930763,0.096626,0.043318,,3.24307,,0.050874,,0.549844,0.454215,,1.849272,3.966386,0.060543,0.022294,84.28646,8.007034,1.038618,0.028456,0.965902,,0.791209,0.084057,0.217851,-0.368485,,161.774379,49.871053,,1.611474,,-0.032453,-0.028548,2.766256,0.206278,0.204209,2.605341,4.174535,3413.145229,0.019004,0.081228,0.962424,,,6.297518,36.1069,6.766337,5.579871,0
C12743,C12743,0.147984,0.230398,0.296831,2.783599,-29.397663,,0.173163,1.278178,1.040955,0.579779,0.120539,0.492328,0.148558,0.070377,-1052.102503,0.769765,2.266196,0.110152,0.129321,46.918049,1.446674,,0.053581,0.619649,0.551963,1.062166,,0.815082,4.952245,0.400471,0.121074,63.512024,5.844371,3.490377,0.180942,0.884636,,0.572792,0.09457,0.648622,0.184001,,128.49955,78.709037,0.2882,2.070834,101.355513,0.017466,0.013528,1.821204,0.255438,0.147296,1.953921,2.281705,40291.94981,0.151729,0.023344,0.898278,,6.136122,3.505556,95.777131,8.075995,4.225025,0
C14420,C14420,0.067923,0.588665,0.321256,1.314295,79.206647,,0.043558,2.220639,1.00342,0.475034,0.013296,0.280839,0.04795,0.07034,2818.461729,0.122709,3.581945,0.037121,-0.008597,39.009255,1.223359,0.048225,0.058366,-0.004119,0.604533,0.109466,-0.850508,-0.423024,4.477063,0.21911,0.062513,127.319408,4.900308,1.140932,0.047246,1.05455,,0.618092,0.068906,0.215692,0.335996,0.015375,204.372006,118.096432,0.172604,1.781441,87.067658,-0.030256,-0.006855,0.992338,0.276153,0.397173,2.221626,2.682914,10609.56161,-0.002929,0.055163,0.987524,,4.905677,3.326087,103.253262,4.053074,1.928366,0
C13766,C13766,0.020445,0.599595,0.150786,1.305482,-67.60223,,-0.020882,0.299194,1.673974,0.454477,0.021982,0.038262,0.06614,-0.018194,4596.327846,0.1917,2.39648,0.110318,-0.031812,67.300489,,,0.018992,0.121181,0.374884,0.102182,,1.137696,4.058214,0.735115,0.051094,122.789625,4.688533,3.899242,0.074978,1.633813,,0.235157,0.012013,0.260123,0.356603,,87.075325,40.221747,-0.107538,0.801185,87.124138,,,1.289597,0.52322,0.382084,1.327587,1.356015,2462.891013,0.055298,0.246089,0.911322,,-0.587477,15.83778,132.615297,3.799795,6.753554,0
C13378,C13378,-0.00067,0.316994,0.174989,1.230885,23.809135,,0.052513,2.158174,1.763116,0.46423,0.152232,0.213031,-0.003282,0.096204,4991.02125,0.375042,2.872934,0.016482,0.063393,74.307898,1.204701,,-0.001209,-0.060631,0.495096,0.196118,,3.01154,3.516043,0.278377,0.023081,83.250513,3.46465,1.637121,0.048623,1.871878,,0.55834,0.04461,0.282931,,,136.580153,64.905102,-8.023558,0.726406,46.027649,,,1.188782,0.457953,0.296312,-0.199613,0.363395,252.980802,-0.024582,0.300725,0.985682,,-134.623041,9.25225,128.474536,4.982374,-1.905736,0
C15300,C15300,0.102644,0.263029,0.439985,4.953097,31.72476,,0.090902,2.145716,1.338434,0.620207,0.132048,0.688737,0.136646,0.063826,873.55368,1.286143,3.312778,0.118004,0.052491,37.270681,1.406866,,0.083937,0.735461,0.822107,1.221741,,1.228157,4.987714,-0.00033,0.164833,43.884567,7.198499,3.208277,0.048236,1.390854,,0.808611,0.081186,1.186994,-0.013903,,111.315481,80.926092,0.541073,3.471675,50.017908,0.160371,0.105311,4.302886,0.18883,0.09833,1.692303,2.395707,45247.76481,0.133112,0.088271,0.872466,,6.310276,7.162624,37.700543,10.178812,3.036759,0
C10905,C10905,0.010405,0.474809,0.455693,3.744539,60.432751,,0.341546,3.703617,2.207133,0.597866,0.101321,0.618463,0.089055,0.325759,2956.148694,0.505798,3.31438,0.243953,0.069909,87.123757,1.07604,,0.060128,,0.486415,1.341004,,,3.312668,0.212296,0.115964,75.952013,7.5583,4.384444,0.273823,1.852783,,0.716154,-0.000312,-0.018773,,,95.649343,38.82473,10.209097,0.927202,57.273762,,,3.117987,0.184295,0.150259,,,630.507263,0.005993,0.212705,0.850782,,241.260894,5.475504,42.1328,11.708198,,0
C10130,C10130,0.097649,0.949142,0.076187,0.885413,-34.014362,,-0.431676,0.035432,1.505478,0.333633,0.109539,0.104107,-0.095475,-0.412886,7130.104666,-0.879392,0.854335,0.116257,-0.616537,54.270372,,-0.024545,-0.782191,,-0.258807,-0.322245,,7.218439,3.826819,0.456906,-0.243745,98.572924,4.314109,0.748917,-0.157713,0.584529,,0.188582,-0.014106,0.307343,0.198263,-0.72895,143.875936,129.609293,2.612013,0.304075,20.135794,,,0.661361,0.439004,0.443724,4.675723,-5.882742,-3170.932976,-0.23227,0.448964,1.389005,,-173.806468,10.341175,55.937364,1.349456,-20.953171,0
C11819,C11819,0.040023,0.821447,0.118266,2.054794,-22.278276,,0.080404,1.223831,3.227202,0.269243,0.066851,0.258198,0.066446,0.104054,-312.09208,0.228988,2.373359,0.032216,0.036889,,,,0.002151,,0.079337,0.151019,,-1.664751,3.59027,0.09353,0.021767,43.818468,6.301883,6.12374,0.161399,3.444959,,0.571698,0.038967,0.313508,,,63.750007,59.48955,,1.275457,,,,0.77641,0.665735,0.116104,4.523711,6.388749,198.085728,0.081248,0.51898,1.008226,,,8.179328,48.759735,9.890828,2.408951,0
C11378,C11378,0.11081,0.537592,0.114451,1.098582,-35.590768,,0.017191,0.760448,1.176939,0.325457,0.093515,-0.005839,0.040026,0.118754,1013.680691,0.25059,1.852665,0.028354,0.074385,48.451276,1.183334,,0.02271,0.255039,0.265588,0.177642,,0.03627,4.428029,0.559491,0.035188,130.66499,3.780204,-0.139533,0.13771,1.753943,,0.474853,0.023664,0.140855,-1.359844,,116.575301,87.136491,0.92678,0.904379,39.941526,0.061878,-0.019798,1.005158,0.408636,0.236417,0.510542,0.949036,3011.775579,0.070596,0.085529,0.984313,,8.863213,4.796991,140.02606,3.50773,5.218019,0
C11298,C11298,0.048023,0.230344,0.090656,1.376107,29.013137,,0.10033,0.750492,1.058392,0.483286,0.083646,0.04646,0.082624,0.107972,595.418433,0.361117,5.778396,0.038758,0.057512,40.537717,1.343486,0.069228,0.028786,0.238788,0.489572,0.158919,24.190631,1.44158,4.176652,0.112938,0.039404,110.093473,6.161828,-1.264049,0.075558,1.661628,,0.662526,0.048405,0.019848,0.546256,0.019483,92.149933,59.96475,0.227064,2.220949,26.234248,0.045795,-0.004173,2.213306,0.301951,0.160371,2.643911,0.909084,2774.321729,5.70E-05,0.015857,0.946144,,4.887959,6.991373,58.935805,5.176929,14.128943,0
C12398,C12398,-0.020453,0.603528,0.203348,1.929366,13.859183,,0.034529,0.795807,1.292489,0.395588,0.126426,0.104391,0.07259,0.019615,4887.245303,0.345698,2.410189,0.09654,0.010111,91.929713,1.596395,0.121812,0.01142,0.276795,0.30501,0.20131,-0.306793,-0.682089,4.170828,0.285122,0.055677,92.017991,3.143706,0.092676,0.070637,1.981304,,0.443434,0.072315,-0.013399,-3.870856,0.069803,172.000214,69.023128,-0.028348,1.09995,78.149667,0.009643,-0.025567,0.902672,0.458717,0.374743,2.337436,3.011641,1604.662028,0.067761,0.296907,0.996772,,12.111916,4.492701,99.680818,2.183171,-3.34037,0
C14160,C14160,0.058019,0.176196,0.306312,4.839344,51.554692,,0.061398,0.842082,1.258346,0.679708,0.192995,0.915001,0.15328,0.074438,1611.685181,0.50732,6.572843,0.10872,0.139887,88.995058,1.127121,,0.109036,0.438072,0.673387,0.332176,,0.621505,5.087441,0.267992,0.086635,99.497736,4.515487,1.755969,0.074391,0.898499,,0.769475,0.074222,1.493691,0.128121,,179.142425,79.92597,1.029887,2.584564,68.141533,0.083698,0.079834,3.41229,0.255607,0.224559,1.087387,1.232287,40246.57954,0.040351,0.101711,0.844555,,10.129122,7.428462,34.259282,6.720444,6.074522,0
C11242,C11242,0.141142,0.145132,0.411133,2.902373,66.077028,,0.206455,6.001218,1.410449,0.753581,0.220721,1.231462,0.230486,0.084919,612.276147,1.294281,8.891721,0.199198,0.17931,108.781083,1.107177,0.109981,0.069232,0.173306,0.563361,0.817526,-108.06246,2.209873,4.968923,0.283281,0.111457,96.498581,7.722647,-0.051167,0.142521,0.961237,,0.782529,0.094406,3.280863,0.040602,0.062445,183.497985,71.821881,0.427846,2.386605,50.81733,0.0956,0.076354,5.75002,0.111766,0.235155,2.856128,2.535991,53781.4494,0.141189,0.079501,0.810844,,6.326352,7.005801,83.225227,6.758925,4.31739,0
C11946,C11946,0.001214,0.470505,-0.008841,1.046987,37.035343,,0.040059,0.313751,0.879046,0.411485,0.011315,0.333701,0.0788,0.102406,5977.838264,0.291124,2.767751,0.117843,0.065388,33.631079,1.33041,0.047509,0.054834,0.131469,0.293319,0.287018,,0.596165,5.336269,0.473853,-0.004894,186.797191,3.280067,0.752904,0.064529,1.89982,,0.478319,0.070389,0.118784,-0.024098,0.033907,153.449173,117.993323,-8.696769,0.894937,48.699225,,,0.901472,0.566633,0.460149,1.146824,1.460388,16828.89196,0.136451,,0.909545,,374.796096,3.142712,110.854396,2.213857,1.841616,0
C12757,C12757,0.086646,0.412269,0.170602,1.101529,40.769878,,0.154273,0.288361,1.907545,0.416913,0.190414,0.55549,0.024806,0.096478,5584.469907,0.237106,2.103172,0.137381,0.01729,20.966865,1.143414,0.172197,0.05772,,,0.567461,2.100609,-0.745176,3.75915,0.218569,0.016367,84.970362,5.540855,4.127307,0.151611,2.395345,,0.360257,0.081481,0.415213,0.235655,0.102739,111.666743,71.13151,52.662235,0.762222,59.056299,0.166006,0.02658,2.072484,0.323584,0.249882,0.064904,5.770878,2636.658994,0.015987,0.332901,0.924832,,832.211482,4.996528,111.800904,3.091219,23.889316,0
C13569,C13569,0.142698,0.141989,0.301094,3.350002,22.427843,,0.097038,2.416736,1.322205,0.628574,0.144477,0.994653,0.055504,0.110103,-2192.461363,0.972226,1.898006,0.130047,0.094852,54.189317,1.275808,0.183313,0.136484,0.40706,0.568336,0.346949,4.553541,0.370268,6.223992,0.157143,0.098825,112.44865,6.327147,0.599574,0.108705,1.533983,,0.851858,0.127917,0.893289,0.027496,0.146395,97.559813,61.093726,1.958211,1.578353,29.91739,0.150739,0.122401,1.870235,0.355603,0.241296,0.950714,1.584107,340291.0439,0.085785,0.138751,0.863336,,20.339456,9.609952,97.587802,5.76314,3.973367,0
C11583,C11583,0.012229,0.734782,-0.015134,1.061798,7.653574,,0.008825,0.289548,1.112134,0.399614,0.035658,0.174544,0.014523,-0.009937,3256.659956,0.144727,1.998607,0.023295,-0.006265,50.323094,1.043175,0.0835,0.017305,0.188054,0.166114,0.235583,,0.114809,4.494173,0.579254,0.05862,107.348716,2.900915,0.296898,0.074093,1.58778,,0.512783,0.011507,0.072329,0.153271,0.065343,98.68301,49.557289,-0.256536,0.629967,42.322765,0.013341,-0.018029,0.68455,0.592007,0.366348,0.748398,0.763542,145.69724,0.073808,0.120929,0.961029,,18.330339,6.074649,137.771229,2.103991,3.423753,0
C12048,C12048,0.177982,0.214368,0.503026,9.892647,-365.850885,,0.179691,9.65712,1.071002,0.925792,0.146397,3.49775,0.21593,0.266124,81.935146,2.320236,2.552195,0.189919,0.170419,111.503135,0.956477,,0.11535,,0.876556,0.799547,,5.683202,4.385345,-0.227646,0.124856,29.755988,14.175454,0.475706,0.177555,1.42322,,0.805284,0.193324,0.037918,0.048211,,126.920032,88.853112,0.199654,2.983964,132.732719,0.200959,-0.004525,11.059621,0.126324,0.097522,2.925657,4.565263,12969.06096,0.209649,0.099342,0.810838,,2.681427,6.414823,25.420655,18.051478,3.205078,0
C10043,C10043,0.036348,0.216589,0.528678,4.506155,103.160031,,0.047802,1.943808,1.118921,0.761485,0.041402,0.526787,0.086533,0.161739,1165.971872,0.937861,3.774381,0.020484,0.07069,,1.134702,0.00769,0.094907,0.256948,0.712072,0.633909,76.173335,5.262593,4.125788,0.102841,0.113652,37.163795,8.769978,2.406965,0.164791,1.018893,,0.667878,0.026619,0.268115,0.084266,0.051565,103.535088,84.078777,,2.419538,,-0.019163,-0.037467,4.842282,0.115233,0.12648,7.011976,1.147074,7106.203706,0.035319,0.048976,1.014591,,,6.961735,50.953258,10.818097,10.346181,0
